frame,time_s,track_id,class_id,class_name,x_m,y_m
5,0.25013757566661665,3,0,pedestrian,36.58471825952477,75.62258419012106
5,0.25013757566661665,4,0,pedestrian,30.600075533672143,72.53402367152395
5,0.25013757566661665,8,0,pedestrian,16.109680846162394,94.34635522302483
5,0.25013757566661665,11,0,pedestrian,14.902551720514928,92.7793027255991
5,0.25013757566661665,9,6,bus,21.666432236411005,75.81044448951572
6,0.30016509079993997,1,5,lcv,36.543601955465235,78.29709781031576
6,0.30016509079993997,5,0,pedestrian,32.069484274564715,73.94161077719357
6,0.30016509079993997,3,0,pedestrian,36.462802744125995,75.44287206884984
6,0.30016509079993997,2,0,pedestrian,30.882040891299766,90.97152489039877
6,0.30016509079993997,4,0,pedestrian,30.61996178096137,72.62821831705566
6,0.30016509079993997,8,0,pedestrian,16.08479157484476,94.33316455980092
6,0.30016509079993997,14,0,pedestrian,14.581039969586634,92.16867569739141
6,0.30016509079993997,11,0,pedestrian,14.91809298381529,92.77477216791999
6,0.30016509079993997,6,5,lcv,31.27262444955613,91.82199844764102
6,0.30016509079993997,7,0,pedestrian,15.527097842006519,93.60917973625499
7,0.3501926059332633,1,5,lcv,36.40431930229655,78.31911922155828
7,0.3501926059332633,2,0,pedestrian,30.89222398092314,90.83208439294182
7,0.3501926059332633,5,0,pedestrian,32.07584923883705,73.97794909198701
7,0.3501926059332633,3,0,pedestrian,36.34895861773745,75.63581751396342
7,0.3501926059332633,4,0,pedestrian,30.649574649256582,72.56684675135733
7,0.3501926059332633,8,0,pedestrian,16.082855849282716,94.34691834318834
7,0.3501926059332633,14,0,pedestrian,14.599713588796492,92.15831769923238
7,0.3501926059332633,9,6,bus,21.332856062585808,75.71324653644533
7,0.3501926059332633,11,0,pedestrian,14.891751118439526,92.75688030454317
7,0.3501926059332633,6,5,lcv,31.275738674702787,91.70290706518347
8,0.4002201210665866,1,5,lcv,36.33841291285727,78.38009830956689
8,0.4002201210665866,3,0,pedestrian,36.22816507660384,75.81203999664565
8,0.4002201210665866,5,0,pedestrian,32.079021055818615,73.9818397403894
8,0.4002201210665866,2,0,pedestrian,30.869264036074792,90.64790997098102
8,0.4002201210665866,8,0,pedestrian,16.121492504895,94.36235295494258
8,0.4002201210665866,4,0,pedestrian,30.61737654748346,72.53015008736894
8,0.4002201210665866,14,0,pedestrian,14.596707081711415,92.16138073163691
8,0.4002201210665866,11,0,pedestrian,14.852108738747345,92.73917614788753
8,0.4002201210665866,9,6,bus,21.60813650130273,76.39759111333
8,0.4002201210665866,15,1,cyclist,29.44623591955816,70.96478695043372
8,0.4002201210665866,6,5,lcv,31.278584137953224,91.56479757902208
9,0.45024763619990993,1,5,lcv,36.10494841234242,78.65213654128182
9,0.45024763619990993,3,0,pedestrian,35.97928729464397,76.23711039885484
9,0.45024763619990993,5,0,pedestrian,32.08742306462182,73.9862167198421
9,0.45024763619990993,8,0,pedestrian,16.127714556095544,94.36488699567835
9,0.45024763619990993,14,0,pedestrian,14.656460743455128,92.14420556665002
9,0.45024763619990993,4,0,pedestrian,30.564744009474065,72.46446979920744
9,0.45024763619990993,7,0,pedestrian,15.460119604528751,93.53103401538317
9,0.45024763619990993,6,5,lcv,31.277402438822232,91.31907241676547
9,0.45024763619990993,10,0,pedestrian,26.969855275680228,60.19270776452508
9,0.45024763619990993,2,0,pedestrian,30.90201032679496,90.37623862058474
9,0.45024763619990993,11,0,pedestrian,14.932373625840535,92.75400497885983
9,0.45024763619990993,15,1,cyclist,29.532354910017784,70.80357247332125
10,0.5002751513332333,1,5,lcv,36.01241326486832,78.57094485225286
10,0.5002751513332333,3,0,pedestrian,35.886786275664626,75.61100609827446
10,0.5002751513332333,5,0,pedestrian,32.092806834669865,74.00519216292747
10,0.5002751513332333,6,5,lcv,31.27939895576557,91.21254032037879
10,0.5002751513332333,8,0,pedestrian,16.1164809487429,94.3439491641444
10,0.5002751513332333,4,0,pedestrian,30.617451203565743,72.56413353602409
10,0.5002751513332333,7,0,pedestrian,15.513945573339209,93.55714231387293
10,0.5002751513332333,14,0,pedestrian,14.670787245645203,92.12564819762542
10,0.5002751513332333,11,0,pedestrian,14.970367172629725,92.77309133955316
10,0.5002751513332333,10,0,pedestrian,26.75423144580005,59.23527123864983
10,0.5002751513332333,2,0,pedestrian,30.765270246485738,90.08103567305291
10,0.5002751513332333,15,1,cyclist,29.479927142976937,70.61070808338273
11,0.5503026664665566,1,5,lcv,35.9264947793154,78.76883039698264
11,0.5503026664665566,3,0,pedestrian,35.768580101039845,76.06268819427109
11,0.5503026664665566,5,0,pedestrian,32.099781845786005,74.04599277841051
11,0.5503026664665566,6,5,lcv,31.281557583059,91.06602669238329
11,0.5503026664665566,7,0,pedestrian,15.5567885659304,93.55639148698826
11,0.5503026664665566,8,0,pedestrian,16.1360077803217,94.36693470536382
11,0.5503026664665566,14,0,pedestrian,14.679141261252651,92.11355817835745
11,0.5503026664665566,11,0,pedestrian,15.08483521056306,92.83366941774837
11,0.5503026664665566,2,0,pedestrian,30.783900138561684,89.91465072898464
11,0.5503026664665566,15,1,cyclist,29.470006416157013,70.7519445928763
11,0.5503026664665566,16,5,lcv,40.658747596378866,72.77358010835309
11,0.5503026664665566,4,0,pedestrian,30.52223057016038,72.55029443139976
11,0.5503026664665566,10,0,pedestrian,25.246701176262945,53.25493510222946
12,0.6003301815998799,1,5,lcv,35.809139684028644,78.77281489874562
12,0.6003301815998799,3,0,pedestrian,35.67545197096932,76.23165837181726
12,0.6003301815998799,5,0,pedestrian,32.09854468785103,74.02675283949075
12,0.6003301815998799,6,5,lcv,31.276269799402456,90.9170728770126
12,0.6003301815998799,7,0,pedestrian,15.558514187946594,93.54432706409135
12,0.6003301815998799,16,5,lcv,40.63080915735771,72.619114541079
12,0.6003301815998799,14,0,pedestrian,14.712621314610114,92.12272167919994
12,0.6003301815998799,8,0,pedestrian,16.126329152511467,94.36408497605154
12,0.6003301815998799,2,0,pedestrian,30.81392041576307,89.87098331994196
12,0.6003301815998799,11,0,pedestrian,15.152514148698826,92.87658599990638
12,0.6003301815998799,4,0,pedestrian,30.460355609164374,72.7863697617636
12,0.6003301815998799,15,1,cyclist,29.467295333854683,70.51186343044027
13,0.6503576967332032,3,0,pedestrian,35.42209482407248,76.21281091058724
13,0.6503576967332032,1,5,lcv,35.589307384138635,78.93394405462118
13,0.6503576967332032,5,0,pedestrian,32.11033608278987,74.13941953281015
13,0.6503576967332032,2,0,pedestrian,30.805015011662192,89.64478818881052
13,0.6503576967332032,4,0,pedestrian,30.459336020383486,72.59373147310284
13,0.6503576967332032,6,5,lcv,31.283970041032198,90.66556293489452
13,0.6503576967332032,7,0,pedestrian,15.41459859161453,93.46058427007925
13,0.6503576967332032,8,0,pedestrian,16.138921500561654,94.34097145297677
13,0.6503576967332032,11,0,pedestrian,15.168396696946767,92.8639328604749
13,0.6503576967332032,14,0,pedestrian,14.769787609844997,92.1127988193491
13,0.6503576967332032,10,0,pedestrian,25.58463299923162,54.61519451779362
13,0.6503576967332032,15,1,cyclist,29.596559140781014,70.68867036359522
14,0.7003852118665266,1,5,lcv,35.483794876532855,78.94972848344669
14,0.7003852118665266,3,0,pedestrian,35.32285556040938,76.05755185581003
14,0.7003852118665266,5,0,pedestrian,32.10893254844296,74.12792676220045
14,0.7003852118665266,4,0,pedestrian,30.518971298911005,72.78485957587056
14,0.7003852118665266,7,0,pedestrian,15.491938026797692,93.46775125397839
14,0.7003852118665266,6,5,lcv,31.24471800599881,90.54245292217922
14,0.7003852118665266,2,0,pedestrian,30.774743036811966,89.54184811649712
14,0.7003852118665266,8,0,pedestrian,16.13421390131599,94.33157758479467
14,0.7003852118665266,11,0,pedestrian,15.155099382176733,92.86324175845606
14,0.7003852118665266,14,0,pedestrian,14.734288642719513,92.08017197836057
14,0.7003852118665266,10,0,pedestrian,25.634085188135764,54.8181353458094
14,0.7003852118665266,15,1,cyclist,29.57868220862066,70.56440424812
15,0.7504127269998498,1,5,lcv,35.37907159036835,78.92170898925049
15,0.7504127269998498,5,0,pedestrian,32.111677759240045,74.15832671890601
15,0.7504127269998498,3,0,pedestrian,35.216400253135916,76.36135518402084
15,0.7504127269998498,6,5,lcv,31.26352920570316,90.39872929863017
15,0.7504127269998498,4,0,pedestrian,30.323304106340487,72.22212335793185
15,0.7504127269998498,8,0,pedestrian,16.149664510802154,94.34444402731839
15,0.7504127269998498,7,0,pedestrian,15.5598164033247,93.49137670447453
15,0.7504127269998498,10,0,pedestrian,25.665165581705566,54.931813095786005
15,0.7504127269998498,2,0,pedestrian,30.706906254387945,89.35112955566649
15,0.7504127269998498,11,0,pedestrian,15.142574224600597,92.870579384829
15,0.7504127269998498,14,0,pedestrian,14.742385628100816,92.10604990951073
16,0.8004402421331732,1,5,lcv,35.259602661437526,78.88892857003556
16,0.8004402421331732,5,0,pedestrian,32.1096705771421,74.15434221714303
16,0.8004402421331732,3,0,pedestrian,35.076424364917465,76.36311280150086
16,0.8004402421331732,4,0,pedestrian,30.189232447715142,71.65686163138105
16,0.8004402421331732,8,0,pedestrian,16.14965171261662,94.34063870015288
16,0.8004402421331732,11,0,pedestrian,15.057195395871036,92.82977876934596
16,0.8004402421331732,14,0,pedestrian,14.735662314633517,92.07355105037755
16,0.8004402421331732,7,0,pedestrian,15.501504670484506,93.42735164830877
16,0.8004402421331732,6,5,lcv,31.251761274104464,90.3325285509236
16,0.8004402421331732,10,0,pedestrian,25.677938170868693,55.01640910216705
16,0.8004402421331732,2,0,pedestrian,30.675827993849065,89.29917745452133
16,0.8004402421331732,15,1,cyclist,29.47719046430354,70.70766287092798
17,0.8504677572664966,1,5,lcv,35.02500765453382,78.95657124664565
17,0.8504677572664966,5,0,pedestrian,32.11144312583858,74.18366712626373
17,0.8504677572664966,3,0,pedestrian,34.842665506135326,76.41837536663753
17,0.8504677572664966,4,0,pedestrian,30.231393936926636,71.8691835293934
17,0.8504677572664966,14,0,pedestrian,14.618942862561624,91.98548246965488
17,0.8504677572664966,7,0,pedestrian,15.492394495415079,93.39155085730778
17,0.8504677572664966,2,0,pedestrian,30.776129506911506,89.03335914097603
17,0.8504677572664966,12,0,pedestrian,30.721636965937808,71.83231622293123
17,0.8504677572664966,10,0,pedestrian,26.045768688276176,56.521936455668055
17,0.8504677572664966,6,5,lcv,31.234492255756987,90.11260453070393
17,0.8504677572664966,8,0,pedestrian,16.059870308063292,94.30140799542872
17,0.8504677572664966,11,0,pedestrian,14.760249762075635,92.72168529432413
17,0.8504677572664966,15,1,cyclist,29.376383422912504,70.65862875608461
18,0.9004952723998199,1,5,lcv,34.90875107017208,78.95093151288691
18,0.9004952723998199,5,0,pedestrian,32.112522439485296,74.20762532958373
18,0.9004952723998199,3,0,pedestrian,34.671355393667305,76.4764705968391
18,0.9004952723998199,4,0,pedestrian,30.206200708702568,71.78228384961619
18,0.9004952723998199,2,0,pedestrian,30.730320534822763,88.83014101894032
18,0.9004952723998199,6,5,lcv,31.219337071053573,90.00700243579942
18,0.9004952723998199,14,0,pedestrian,14.596078904104779,91.96524427226348
18,0.9004952723998199,7,0,pedestrian,15.490336120574995,93.38747250218421
18,0.9004952723998199,10,0,pedestrian,26.04541247211214,56.491378654674236
18,0.9004952723998199,11,0,pedestrian,14.749624068535866,92.72023483329691
18,0.9004952723998199,8,0,pedestrian,16.03565827406351,94.3177896729125
19,0.9505227875331432,1,5,lcv,34.799032225587396,79.14149649549113
19,0.9505227875331432,5,0,pedestrian,32.12407920102268,74.21267634680791
19,0.9505227875331432,3,0,pedestrian,34.56745972350068,76.57533231402896
19,0.9505227875331432,4,0,pedestrian,30.234691602732617,71.7856796348446
19,0.9505227875331432,14,0,pedestrian,14.562608449386465,91.94734387676297
19,0.9505227875331432,12,0,pedestrian,30.829013742569735,72.13859386701198
19,0.9505227875331432,6,5,lcv,31.20543610853251,89.91907890117947
19,0.9505227875331432,10,0,pedestrian,26.159691736808846,56.909124228696015
19,0.9505227875331432,2,0,pedestrian,30.68542876603064,88.64779247144907
19,0.9505227875331432,11,0,pedestrian,14.800084114550828,92.76185453265413
19,0.9505227875331432,7,0,pedestrian,15.344980728370333,93.30197209069208
19,0.9505227875331432,8,0,pedestrian,15.997018418904844,94.35336862869757
19,0.9505227875331432,9,6,bus,18.776284121181508,75.05732246357026
20,1.0005503026664666,1,5,lcv,34.697905229558,79.19136675845606
20,1.0005503026664666,5,0,pedestrian,32.12542301050377,74.21504827719357
20,1.0005503026664666,3,0,pedestrian,34.429879229008044,76.92892911609148
20,1.0005503026664666,14,0,pedestrian,14.600642523763181,91.96232628596167
20,1.0005503026664666,12,0,pedestrian,30.908731507231337,72.4892812148964
20,1.0005503026664666,4,0,pedestrian,30.201476045209525,71.60577127472853
20,1.0005503026664666,2,0,pedestrian,30.693421232896746,88.59100265617198
20,1.0005503026664666,6,5,lcv,31.196389924390754,89.83521665743571
20,1.0005503026664666,10,0,pedestrian,25.99760271701822,56.32923844214147
20,1.0005503026664666,11,0,pedestrian,14.8719501923872,92.78044603017348
20,1.0005503026664666,7,0,pedestrian,15.379746999373983,93.3067244835871
20,1.0005503026664666,8,0,pedestrian,16.0151673125078,94.34429898121567
20,1.0005503026664666,17,0,pedestrian,16.137985099986736,94.50687859811843
21,1.0505778177997898,1,5,lcv,34.460008290786476,79.37250374438342
21,1.0505778177997898,3,0,pedestrian,34.162542197446015,76.84690127894096
21,1.0505778177997898,5,0,pedestrian,32.12464232118619,74.22284663824574
21,1.0505778177997898,12,0,pedestrian,30.90986841271296,72.4416549004618
21,1.0505778177997898,4,0,pedestrian,30.238880875464144,71.72032356738329
21,1.0505778177997898,14,0,pedestrian,14.564209289093702,91.9443149728532
21,1.0505778177997898,6,5,lcv,31.19020413471589,89.60813418544058
21,1.0505778177997898,2,0,pedestrian,30.69069308634704,88.40621392130554
21,1.0505778177997898,7,0,pedestrian,15.40044699796009,93.24146226948639
21,1.0505778177997898,8,0,pedestrian,15.96590922941759,94.32233729483899
21,1.0505778177997898,10,0,pedestrian,26.166353192379397,57.05607299499968
21,1.0505778177997898,17,0,pedestrian,16.094493665995145,94.53130606824138
21,1.0505778177997898,11,0,pedestrian,14.970465292052154,92.82750069232088
22,1.1006053329331131,1,5,lcv,34.34228844721199,79.37570329076696
22,1.1006053329331131,5,0,pedestrian,32.11835414602705,74.21208763027333
22,1.1006053329331131,3,0,pedestrian,33.96156802394065,76.25396134314153
22,1.1006053329331131,12,0,pedestrian,30.927152362276892,72.39972804465177
22,1.1006053329331131,6,5,lcv,31.190884571580128,89.56836595692398
22,1.1006053329331131,2,0,pedestrian,30.683451446365606,88.33239398714427
22,1.1006053329331131,4,0,pedestrian,30.239808743915372,71.66380678006428
22,1.1006053329331131,19,5,lcv,39.687736461713676,74.81283445924862
22,1.1006053329331131,14,0,pedestrian,14.565516837049111,91.9360644092455
22,1.1006053329331131,10,0,pedestrian,26.20462616621942,57.20361047783793
22,1.1006053329331131,7,0,pedestrian,15.431563653055571,93.26449047132425
22,1.1006053329331131,8,0,pedestrian,15.946980713012511,94.31246562773028
22,1.1006053329331131,20,0,pedestrian,15.795897066265834,93.90127699076385
22,1.1006053329331131,18,0,pedestrian,15.255591801506723,93.06614419191524
22,1.1006053329331131,11,0,pedestrian,14.9666311689692,92.81251828312219
22,1.1006053329331131,17,0,pedestrian,16.084374567299438,94.52397697399212
23,1.1506328480664365,1,5,lcv,34.2368889902451,79.41240848687904
23,1.1506328480664365,5,0,pedestrian,32.09688732282435,74.07824420595668
23,1.1506328480664365,12,0,pedestrian,30.94412275629524,72.3708638702103
23,1.1506328480664365,3,0,pedestrian,33.911258356605714,76.81907802358961
23,1.1506328480664365,19,5,lcv,39.579480876341734,74.86479509251747
23,1.1506328480664365,14,0,pedestrian,14.606846444200885,91.95351260219046
23,1.1506328480664365,4,0,pedestrian,30.267169131556567,71.77057777591425
23,1.1506328480664365,2,0,pedestrian,30.556173491227998,88.0015096983431
23,1.1506328480664365,18,0,pedestrian,15.4127503203203,93.16178076635046
23,1.1506328480664365,10,0,pedestrian,26.07206256045619,56.65866800385359
23,1.1506328480664365,6,5,lcv,31.187279749321327,89.4905956494945
23,1.1506328480664365,8,0,pedestrian,15.927310968361908,94.32209839537568
23,1.1506328480664365,17,0,pedestrian,16.091582078786114,94.52500082883486
23,1.1506328480664365,20,0,pedestrian,15.81760812150914,93.89385404315401
24,1.2006603631997599,1,5,lcv,34.09220336975006,79.42389272536506
24,1.2006603631997599,5,0,pedestrian,32.082013698202694,74.00692418403644
24,1.2006603631997599,3,0,pedestrian,33.727653453901176,76.61509201042186
24,1.2006603631997599,12,0,pedestrian,30.940195846367164,72.2784524385297
24,1.2006603631997599,4,0,pedestrian,30.331836230029953,72.03459581136107
24,1.2006603631997599,14,0,pedestrian,14.623380633395609,91.93292458772777
24,1.2006603631997599,10,0,pedestrian,26.057626207173612,56.56739134462369
24,1.2006603631997599,2,0,pedestrian,30.633374279401206,88.08321331479343
24,1.2006603631997599,19,5,lcv,39.47567905953569,75.05224584997502
24,1.2006603631997599,18,0,pedestrian,15.378405322923816,93.14327459006802
24,1.2006603631997599,8,0,pedestrian,15.899591165010296,94.3152726964241
24,1.2006603631997599,6,5,lcv,31.186955528621127,89.40726239741949
24,1.2006603631997599,17,0,pedestrian,16.08442682655704,94.51741577087493
24,1.2006603631997599,20,0,pedestrian,15.783054087082265,93.85245617901272
25,1.2506878783330833,1,5,lcv,33.84249370573046,79.45211699052982
25,1.2506878783330833,12,0,pedestrian,30.96677127862893,72.16308106200074
25,1.2506878783330833,5,0,pedestrian,31.977514380285037,73.40938543356839
25,1.2506878783330833,3,0,pedestrian,33.39817483247784,76.76583757176734
25,1.2506878783330833,4,0,pedestrian,30.41626372696814,72.41221054160945
25,1.2506878783330833,2,0,pedestrian,30.611775208281326,87.9133131357651
25,1.2506878783330833,14,0,pedestrian,14.704761095661194,91.96764179902021
25,1.2506878783330833,6,5,lcv,31.163959322247095,89.21946182289065
25,1.2506878783330833,10,0,pedestrian,26.098467350244164,56.70180642122753
25,1.2506878783330833,18,0,pedestrian,15.426106293440697,93.10695333952195
25,1.2506878783330833,8,0,pedestrian,15.957087013522683,94.33469180994133
25,1.2506878783330833,20,0,pedestrian,15.810398476991542,93.84912011865013
25,1.2506878783330833,17,0,pedestrian,16.09287576204053,94.51092282474724
26,1.3007153934664064,1,5,lcv,33.69286371955738,79.54920402599225
26,1.3007153934664064,12,0,pedestrian,31.00347647474101,72.28527813748127
26,1.3007153934664064,4,0,pedestrian,30.402435287498438,72.2787681271062
26,1.3007153934664064,6,5,lcv,31.16078110617277,89.19841307374874
26,1.3007153934664064,3,0,pedestrian,33.25004010098134,76.63565442851348
26,1.3007153934664064,5,0,pedestrian,31.539300241532228,71.07099056005835
26,1.3007153934664064,18,0,pedestrian,15.322726816757283,93.00368051438467
26,1.3007153934664064,14,0,pedestrian,14.719380889603094,91.97927108360895
26,1.3007153934664064,10,0,pedestrian,26.144807447032573,56.90807904354405
26,1.3007153934664064,2,0,pedestrian,30.555557045291433,87.7714836436751
26,1.3007153934664064,8,0,pedestrian,15.956744662059643,94.35930698678544
26,1.3007153934664064,17,0,pedestrian,16.108760443319394,94.51461723430478
26,1.3007153934664064,20,0,pedestrian,15.842598711795587,93.87316364320705
27,1.3507429085997298,3,0,pedestrian,33.13059250235974,76.63753149572516
27,1.3507429085997298,1,5,lcv,33.56582253085215,79.4631490264603
27,1.3507429085997298,12,0,pedestrian,31.031864983286784,72.31555864445518
27,1.3507429085997298,2,0,pedestrian,30.66404939709576,87.9811008584779
27,1.3507429085997298,18,0,pedestrian,15.27108293858041,92.96780293427047
27,1.3507429085997298,10,0,pedestrian,26.16494965803248,56.91508818315495
27,1.3507429085997298,6,5,lcv,31.131121311197262,89.13107755359148
27,1.3507429085997298,14,0,pedestrian,14.732263329858727,91.98127613267597
27,1.3507429085997298,4,0,pedestrian,30.335923117277204,71.8951126532857
27,1.3507429085997298,8,0,pedestrian,15.969305014645998,94.34737054574387
27,1.3507429085997298,17,0,pedestrian,16.124136396723273,94.50946383159635
27,1.3507429085997298,20,0,pedestrian,15.877296725809721,93.8427551543778
27,1.3507429085997298,5,0,pedestrian,31.287335963827694,69.8298737196939
27,1.3507429085997298,15,1,cyclist,29.36426567424254,70.43725427483774
28,1.4007704237330532,1,5,lcv,33.39507340551672,79.48741438623314
28,1.4007704237330532,3,0,pedestrian,32.95033432517239,76.8334973126248
28,1.4007704237330532,2,0,pedestrian,30.690112901936153,87.92040333055104
28,1.4007704237330532,6,5,lcv,31.129060803326258,88.96078489687343
28,1.4007704237330532,18,0,pedestrian,15.321499257461463,92.97166798630178
28,1.4007704237330532,10,0,pedestrian,26.166206013245752,56.929136324809654
28,1.4007704237330532,14,0,pedestrian,14.700271065569613,91.9349211046711
28,1.4007704237330532,12,0,pedestrian,30.927254747761168,71.30543198873563
28,1.4007704237330532,4,0,pedestrian,30.212597668438743,71.1593833614812
28,1.4007704237330532,8,0,pedestrian,15.953129174646232,94.34954623728468
28,1.4007704237330532,20,0,pedestrian,15.853994429498329,93.85669664448639
28,1.4007704237330532,17,0,pedestrian,16.130724262727,94.51454897731527
28,1.4007704237330532,5,0,pedestrian,31.047135351660007,68.32591627695176
29,1.4507979388663765,3,0,pedestrian,32.67579404818553,77.08111660634049
29,1.4507979388663765,1,5,lcv,33.16510494268363,79.6498404249095
29,1.4507979388663765,6,5,lcv,31.13303037387278,88.89845773332188
29,1.4507979388663765,2,0,pedestrian,30.69729268402084,87.84082421289939
29,1.4507979388663765,14,0,pedestrian,14.711215647232274,91.95282150017161
29,1.4507979388663765,10,0,pedestrian,26.188120772942145,57.010383472642594
29,1.4507979388663765,11,0,pedestrian,15.44471485520742,93.04187030001872
29,1.4507979388663765,4,0,pedestrian,30.352004037400928,71.5147207167764
29,1.4507979388663765,8,0,pedestrian,15.971017838476659,94.410533857417
29,1.4507979388663765,20,0,pedestrian,15.849929939075759,93.8452550666188
30,1.5008254539996997,3,0,pedestrian,32.47851855029955,76.86957966370755
30,1.5008254539996997,1,5,lcv,33.00068452009486,79.63048956838179
30,1.5008254539996997,2,0,pedestrian,30.667387590489263,87.7083885889915
30,1.5008254539996997,10,0,pedestrian,26.201710312948542,57.01429971741606
30,1.5008254539996997,6,5,lcv,31.10542255464459,88.8408573662943
30,1.5008254539996997,14,0,pedestrian,14.671651123168761,91.93828276140476
30,1.5008254539996997,19,5,lcv,38.60071404124282,75.96174463890101
30,1.5008254539996997,11,0,pedestrian,15.377052981319036,93.0102161211308
30,1.5008254539996997,21,0,pedestrian,11.535431228157762,87.48633153784947
30,1.5008254539996997,8,0,pedestrian,15.921396073614186,94.39231777333998
30,1.5008254539996997,4,0,pedestrian,30.414288540334027,71.90156293879492
30,1.5008254539996997,20,0,pedestrian,15.73860278917561,93.80148527209185
30,1.5008254539996997,15,1,cyclist,29.456830684149555,69.95603396662817
31,1.550852969133023,3,0,pedestrian,32.288177535942175,76.70307526990763
31,1.550852969133023,1,5,lcv,32.870889588468856,79.6681418302234
31,1.550852969133023,14,0,pedestrian,14.682855934603952,91.91422217260046
31,1.550852969133023,6,5,lcv,31.12013193588523,88.76527128252933
31,1.550852969133023,10,0,pedestrian,26.25489743899775,57.227641204209306
31,1.550852969133023,2,0,pedestrian,30.63197287808521,87.65127455301422
31,1.550852969133023,21,0,pedestrian,11.175086582772325,87.30340280594731
31,1.550852969133023,15,1,cyclist,29.534537000651362,70.24828479936345
31,1.550852969133023,18,0,pedestrian,15.22985465039745,92.84589595099537
31,1.550852969133023,11,0,pedestrian,15.380531954753415,93.02291192118072
31,1.550852969133023,8,0,pedestrian,15.85800772717876,94.37167856613516
31,1.550852969133023,19,5,lcv,38.48714294281234,76.07630546367947
