pair,min_centroid,min_footprint,t_centroid,t_footprint,ttc_accel_poly,ttc_cv_poly,ttc_accel_pt,clearance_overstatement,timing_lead
1101-1121,7.837272128748063,6.304880769678988,259.4426934814148,258.4421431787483,0.39999999999999997,0.5499999999999999,,1.5323913590690754,1.0005503026664542
1853-1863,3.54105666991365,2.764963515841089,174.29586272449848,172.99514733103206,,0.8500000000000002,,0.7760931540725613,1.3007153934664188
142-144,6.89704567535422,3.5258163713830157,31.717444594526988,31.617389564260343,1.0000000000000002,,,3.3712293039712042,0.10005503026664542
1001-1561,5.812370123475647,2.6557098011955134,237.6807243984192,237.6807243984192,0.9000000000000002,0.9000000000000002,,3.1566603222801337,0.0
865-871,7.2414825562483225,6.006188390015236,208.21451798489167,207.96438040922507,1.850000000000001,1.7000000000000008,,1.2352941662330865,0.25013757566659933
865-870,8.287526032818585,4.4198434294020075,205.4129771374256,205.4129771374256,,,,3.8676826034165774,0.0
741-1503,4.636577419429016,3.8744756787578183,173.89564260343187,173.89564260343187,1.6500000000000008,,,0.7621017406711976,0.0
940-944,3.985357032551376,1.4105013687948968,218.42013107208965,218.82035119315623,1.1000000000000003,,,2.574855663756479,-0.40022012106658167
561-1784,1.1678771834511517,0.0,143.82910600830456,143.82910600830456,5.349999999999989,,,1.1678771834511517,0.0
554-555,9.533261708601852,8.08189032866487,140.12706988843863,140.12706988843863,,,,1.4513713799369832,0.0
849-1541,2.976212829494622,1.787998232870379,211.51633398369103,211.51633398369103,1.4000000000000006,4.399999999999992,,1.1882145966242432,0.0
851-856,7.87440242897441,5.282975464128782,205.31292210715893,204.31237180449247,0.9000000000000002,,,2.5914269648456276,1.0005503026664542
1252-1266,1.278481299818702,0.16791796869536313,294.0117064385412,294.0117064385412,0.25,0.25,,1.110563331123339,0.0
966-987,1.6301104583666401,0.29337457773613407,232.8780829456201,232.5278903396868,,,,1.336735880630506,0.3501926059333016
31-37,6.4810508535081155,5.111204038545807,5.653109210065536,5.052779028465656,,,,1.3698468149623082,0.6003301815998805
1114-1937,3.2369976246355363,2.009909955429549,258.39211566361496,258.29206063334834,,,,1.227087669205987,0.100055030266617
865-1898,1.9992632215615789,0.7457231053169728,206.0633348341588,206.0633348341588,,0.8000000000000002,,1.253540116244606,0.0
868-887,8.578846690508955,7.734840653557681,208.11446295462505,207.6642153184252,,,,0.8440060369512743,0.45024763619986174
