pair,min_centroid,min_footprint,t_centroid,t_footprint,ttc_accel_poly,ttc_cv_poly,ttc_accel_pt,clearance_overstatement,timing_lead
495-503,4.1653847955545995,3.146586176575397,133.1732452849067,133.02316273950672,,,,1.0187986189792024,0.15008254539998234
471-1431,1.0097214148085945,0.0,129.67131922557405,129.67131922557405,0.05,0.05,,1.0097214148085945,0.0
1791-1799,7.582942886726419,5.309866618106167,144.02921606883783,143.97918855370455,,,,2.273076268620252,0.050027515133280076
1265-1269,1.9195246943439659,0.8201564355069504,294.9622292260743,294.912201710941,0.1,,,1.0993682588370155,0.0500275151333085
59-64,6.94785124040556,5.721557531032154,11.256190904997748,11.256190904997748,,,,1.2262937093734063,0.0
1116-1124,7.484525940224875,4.185566262436922,261.79398669268096,261.84401420781427,,,,3.2989596777879537,-0.0500275151333085
887-1541,7.828187208614661,6.411317261346866,208.91490319675825,208.91490319675825,,,,1.416869947267795,0.0
33-36,9.104652837699176,7.179432721462165,7.854319875931762,7.253989694331882,,,,1.9252201162370106,0.6003301815998805
534-1791,3.7619490837134957,2.642021185471699,142.27825303917157,142.87858322077142,,,,1.1199278982417966,-0.6003301815998441
344-1390,3.0997247224842024,2.506838551200598,87.34804142278253,87.54815148331582,,,,0.5928861712836042,-0.20011006053329083
464-470,5.32194809641601,0.6465402432778262,127.52013607484116,127.52013607484116,,,,4.675407853138184,0.0
898-905,8.958222859066744,6.694856160064248,211.61638901395767,211.61638901395767,1.2500000000000004,0.8500000000000002,,2.2633666990024963,0.0
457-487,3.4809394830828784,1.8232548316662314,135.3244284356396,134.2238231027065,1.7500000000000009,2.0500000000000007,,1.657684651416647,1.1006053329330996
1014-1018,2.6032541119071464,2.0165944119686756,240.0320176096853,239.981990094552,0.44999999999999996,0.49999999999999994,,0.5866596999384708,0.0500275151333085
99-1299,1.8029792001032339,0.8167793750388199,17.359547751263193,17.359547751263193,0.49999999999999994,0.6,,0.986199825064414,0.0
1036-1040,7.828901108532875,6.6441571578143055,243.58397118415127,243.58397118415127,,,,1.1847439507185697,0.0
1508-1854,9.473018555567636,8.59307227240754,174.54600030016508,175.19635799689829,,,,0.8799462831600966,-0.6503576967332094
344-345,8.11817461248878,7.365623850022608,86.09735354444945,86.19740857471609,,,,0.7525507624661714,-0.10005503026664542
1238-1963,6.939273025379426,4.134383011400175,285.60708389614285,285.60708389614285,,,,2.804890013979251,0.0
324-334,3.711554114417144,0.6525515657951075,84.89669318124969,85.09680324178298,2.9999999999999973,,,3.0590025486220362,-0.20011006053329083
1206-1220,7.919292252939714,4.127344540327542,280.5543048676772,280.5543048676772,,,,3.7919477126121723,0.0
359-1400,7.559027110867975,5.069313326567524,92.75101305718144,93.45139826904796,,,,2.4897137843004504,-0.7003852118665179
551-561,1.6287982485198025,0.0,147.03086697683725,147.03086697683725,0.15000000000000002,0.6,,1.6287982485198025,0.0
868-901,7.9575316762011,6.689722403921358,210.265646105358,210.265646105358,,,,1.2678092722797416,0.0
641-1461,5.69239089672271,3.6816505762318883,154.8351593376357,154.885186852769,3.2999999999999963,,,2.0107403204908216,-0.0500275151333085
1485-1835,9.587862522286162,5.549773168354648,157.88683776076843,157.8368102456351,3.2499999999999964,,,4.038089353931515,0.05002751513333692
32-33,8.639268342521609,6.512248612647255,8.454650057531643,8.404622542398318,8.04999999999998,,,2.1270197298743536,0.050027515133324485
261-271,7.959932052123034,4.855688946732528,65.13582470358698,65.13582470358698,,,,3.1042431053905064,0.0
155-183,1.7254244761389,0.3356475888186239,43.42388313572464,43.12371804492471,0.49999999999999994,,,1.389776887320276,0.30016509079992915
673-1463,2.2742990016557423,0.0047131003662030935,158.4871679423683,159.43769072990145,,,,2.269585901289539,-0.9505227875331457
600-1800,7.965533432600265,7.262861262101353,148.6317474611036,149.2821051578368,,,,0.7026721704989116,-0.6503576967332094
682-2031,6.355188139010453,5.050839496616318,160.2381309720346,160.2381309720346,,,,1.3043486423941353,0.0
557-566,9.207498380470298,7.261844415193465,143.17874831157135,143.17874831157135,2.0500000000000007,3.999999999999994,,1.9456539652768328,0.0
1114-1569,8.5938029682774,7.09159987578785,263.344839661814,263.54494972234727,,,,1.50220309248955,-0.20011006053329083
1548-1915,9.422292617929948,5.7625749563927045,224.82365300915504,224.82365300915504,5.649999999999988,,,3.6597176615372433,0.0
1856-1863,3.307606612877402,2.141979697667651,172.79503727049877,172.79503727049877,0.44999999999999996,0.44999999999999996,,1.1656269152097511,0.0
858-1881,9.950817530714582,7.729853353699184,206.46355495522536,206.41352744009205,3.2499999999999964,,,2.2209641770153983,0.0500275151333085
33-67,0.3104282386800537,0.0,13.157236480064034,12.206713692530892,0.05,0.05,,0.3104282386800537,0.9505227875331421
1252-1272,9.491105701971012,6.515329252644179,296.21291710440744,296.26294461954075,,,,2.9757764493268333,-0.0500275151333085
540-1429,4.971836295847216,4.309068379368373,138.7763269798389,138.7763269798389,,,,0.6627679164788427,0.0
566-1455,7.783441496882952,5.26403084134337,148.98194006703687,149.38216018810346,,,,2.5194106555395823,-0.40022012106658167
183-192,6.477773246273633,2.230638900863312,41.77297513632498,41.77297513632498,,,,4.247134345410321,0.0
99-1295,4.281823585337562,3.0527203349479493,17.659712842063133,17.659712842063133,,,,1.2291032503896124,0.0
735-1465,4.7427504901592075,3.680408527673819,174.29586272449848,174.44594526989843,,,,1.0623419624853883,-0.15008254539995391
584-589,4.278950335076823,1.6374723554070982,149.63229776377003,149.63229776377003,0.39999999999999997,2.3,,2.641477979669725,0.0
1209-1211,4.875509732859346,4.135258430633186,278.35309420181096,278.20301165641104,1.2000000000000004,,,0.7402513022261594,0.1500825453999255
279-288,9.609431769413012,6.716676803059286,71.58937415578568,71.43929161038571,1.6500000000000008,,,2.892754966353726,0.15008254539996813
193-1311,6.919423529681244,5.569325488373995,44.42443343839111,44.57451598379108,4.749999999999991,,,1.3500980413072492,-0.15008254539996813
99-102,4.906346430226272,3.60780944114882,17.90985041772975,18.0099054479964,,,,1.2985369890774514,-0.10005503026664897
1324-1984,0.6984018065271874,0.05804405859844053,49.67732252739006,49.62729501225674,,,,0.6403577479287469,0.05002751513332271
493-1774,8.058060319421871,5.277493367825196,133.32332783030665,133.32332783030665,,3.149999999999997,,2.7805669515966756,0.0
1114-1150,5.752070961085784,4.3694737270011075,262.8945920256141,262.8945920256141,,,,1.3825972340846766,0.0
972-992,5.9011413031358915,2.6963113871853324,236.83025664115263,236.7802291260193,1.1000000000000003,1.0500000000000003,,3.204829915950559,0.05002751513333692
1114-1598,7.879254108978056,5.767066659765717,260.6433538446145,260.6433538446145,0.9000000000000002,,,2.112187449212339,0.0
144-1691,9.185489984867361,5.15845577005166,29.266096352994147,29.266096352994147,,,,4.027034214815702,0.0
1102-1937,8.301417745743002,5.563143416588332,258.99244584521483,258.59222572414825,,1.4500000000000006,,2.7382743291546703,0.40022012106658167
116-121,9.717999137783833,4.412229170372413,23.46290459752864,23.46290459752864,1.0000000000000002,,,5.30576996741142,0.0
849-1898,6.900512173143679,4.909557741643354,207.01385762169195,206.01330731902544,,,,1.9909544315003247,1.000550302666511
324-342,2.73734526560288,1.5052067550314518,85.44699584771624,85.44699584771624,,,,1.2321385105714282,0.0
959-1014,8.32597485049689,6.838982651920112,239.58176997348545,238.3310820951523,,,,1.4869921985767771,1.2506878783331388
321-324,1.955648738172527,1.0061124035609836,84.34639051478312,84.34639051478312,0.15000000000000002,0.2,,0.9495363346115433,0.0
32-37,7.39415958897075,5.4621651085898755,7.8042923607984385,6.903797088398619,,3.4999999999999956,,1.9319944803808742,0.9004952723998194
344-1400,2.1769590841259157,1.4187805103114286,86.09735354444945,86.14738105958277,1.5500000000000007,,,0.7581785738144871,-0.05002751513332271
324-346,2.919865330417696,1.6480989692367345,92.6509580269148,91.75046275451498,,3.5499999999999954,,1.2717663611809615,0.9004952723998088
1114-1589,3.422348331994668,1.5371995062562036,265.9962979638801,265.89624293361345,,2.4499999999999993,,1.8851488257384645,0.10005503026667384
473-1768,4.09605875042977,3.304982720826601,130.6218420131072,130.32167692230726,0.8500000000000002,1.2500000000000004,,0.7910760296031691,0.30016509079993625
1101-1102,1.6116417784743693,0.0,257.2414828155485,256.9413177247486,0.15000000000000002,0.15000000000000002,,1.6116417784743693,0.30016509079990783
485-508,9.309419131026091,8.098095613605516,134.17379558757315,134.17379558757315,,,,1.2113235174205759,0.0
1001-1003,3.3726016820646727,0.0,235.17934864175297,235.12932112661963,0.05,0.05,,3.3726016820646727,0.05002751513333692
837-871,4.871506896645602,3.4732907311619847,207.86432537895843,206.46355495522536,2.000000000000001,,,1.3982161654836176,1.4007704237330643
1503-1863,7.7098880299306165,5.805964434975365,173.89564260343187,174.0957526639652,,,,1.903923594955251,-0.20011006053331926
1187-1196,1.8593926501305815,0.5220382250180577,276.20191105107807,276.2519385662114,,,,1.3373544251125238,-0.0500275151333085
691-1842,8.91031888476683,5.816303765726683,165.54104757616687,165.54104757616687,,,,3.0940151190401473,0.0
837-889,5.516670118782591,3.6185299721790436,209.3651508329581,209.3651508329581,,,,1.8981401466035477,0.0
1587-1589,5.4232753046069,2.770950876508092,261.643904147281,261.2436840262144,,2.6499999999999986,,2.652324428098808,0.40022012106658167
858-870,4.6171965706241975,1.0884966244228025,205.4129771374256,205.4129771374256,,,,3.528699946201395,0.0
32-1977,4.2832222702653535,2.703921892093657,9.405172845064785,9.255090299664817,,5.249999999999989,,1.5793003781716966,0.15008254539996813
837-843,5.196688913088082,3.028021075811928,203.461904047226,202.56140877482613,5.999999999999987,,,2.1686678372761534,0.9004952723998656
556-1791,4.1628169662960595,2.978032008070831,142.57841812997148,141.9780879483716,,,,1.1847849582252286,0.6003301815998725
807-831,4.017033901519318,2.623752030950026,199.6598128970934,200.16008804842664,,,,1.3932818705692922,-0.5002751513332555
577-582,3.6627879221310624,3.1091084505274154,143.87913352343787,143.87913352343787,1.850000000000001,,,0.553679471603647,0.0
485-513,8.911152536174539,8.181796782381696,134.2238231027065,134.17379558757315,,,,0.7293557537928432,0.05002751513333692
807-823,3.9062480787885696,1.981409861475015,199.50973035169343,198.95942768522687,1.5500000000000007,1.6500000000000008,,1.9248382173135545,0.550302666466564
359-1403,3.6512135276651736,0.8434048363081317,93.20126069338136,93.35134323878133,1.5500000000000007,,,2.807808691357042,-0.15008254539996813
444-1759,7.173512877470132,5.203000575641028,121.11661413777576,122.21721947070888,1.800000000000001,,,1.9705123018291042,-1.100605332933128
1249-1628,0.7746627931097914,0.10651521837116285,289.3091200160088,289.3091200160088,0.1,0.1,,0.6681475747386285,0.0
741-1854,1.4651291433179956,0.7309714423074014,175.6966331482315,175.6466056330982,1.3000000000000005,,,0.7341577010105942,0.0500275151333085
517-1791,4.885402372485152,0.49287425143944574,143.4789134023713,143.4789134023713,0.15000000000000002,0.2,,4.392528121045706,0.0
1015-1561,3.600399747138165,0.9650142131669597,237.2805042773525,237.2805042773525,2.1500000000000004,,,2.6353855339712053,0.0
1784-1799,2.613458920328978,0.1805278915947639,146.28045424983742,146.4805643103707,0.8500000000000002,4.99999999999999,,2.432931028734214,-0.20011006053329083
198-1308,5.230152404475979,4.620531903023405,42.52338786332483,42.52338786332483,,,,0.6096205014525742,0.0
1036-1044,7.0769388898568835,6.419213993835591,246.1353744559508,246.38551203161737,,,,0.6577248960212927,-0.2501375756665709
456-496,9.466986579130632,7.401542976234651,134.42393316323978,134.42393316323978,,,,2.0654436028959804,0.0
1255-1964,6.605978191658843,4.800037752057975,290.70989043974186,290.70989043974186,2.9999999999999973,,,1.8059404396008683,0.0
933-944,5.404259795638558,2.869650235408656,218.42013107208965,218.42013107208965,1.3500000000000005,1.0500000000000003,,2.534609560229902,0.0
868-888,4.738347324008765,3.4508835186113203,208.8148481664916,208.91490319675825,,,,1.2874638053974445,-0.10005503026664542
33-1654,2.8584355559855386,0.8543828428740596,11.356245935264395,11.256190904997748,3.599999999999995,0.7500000000000001,,2.004052713111479,0.1000550302666472
901-905,9.104138212981384,6.592309642539405,211.16614137775773,211.0660863474911,,,,2.5118285704419794,0.100055030266617
1003-1017,8.416837508322713,4.440829151697287,240.1821001550853,240.132072639952,2.849999999999998,4.699999999999991,,3.9760083566254263,0.050027515133280076
487-523,6.958666486825184,4.903797947349605,135.42448346590623,135.42448346590623,1.3500000000000005,,,2.054868539475579,0.0
485-1769,9.561137481685277,8.3327450313935,131.17214467957376,131.17214467957376,,,,1.2283924502917767,0.0
849-887,4.764883019134702,3.4132521088751675,208.4646555605583,208.71479313622493,1.850000000000001,,,1.3516309102595345,-0.25013757566662775
44-65,7.222537375305594,6.480798313037056,10.405723147731251,10.105558056931311,,,,0.7417390622685378,0.3001650907999398
204-214,9.718626418067869,6.522672501936569,49.72735004252338,49.72735004252338,0.8500000000000002,1.6000000000000008,,3.1959539161313,0.0
344-2009,5.1459808808446725,3.1957777898214843,86.04732602931612,86.04732602931612,,,,1.9502030910231882,0.0
1150-1569,8.661065256226474,6.8719849740205134,262.8945920256141,262.8945920256141,,,,1.7890802822059602,0.0
851-865,4.828030464663202,0.16780095159073483,205.2628945920256,205.2628945920256,0.2,0.2,,4.660229513072467,0.0
940-1908,4.872200080393293,3.047575779947749,219.2705988293561,219.2705988293561,,,,1.824624300445544,0.0
262-271,7.1720712341745925,5.20874820481437,65.28590724898694,65.58607233978688,,,,1.9633230293602226,-0.30016509079993625
1044-1081,4.502131146986198,3.095592030332016,255.99079493721547,255.8407123918155,,,,1.4065391166541819,0.15008254539998234
1102-1150,10.155200818520301,5.957360445310858,262.8945920256141,262.8945920256141,,,,4.197840373209443,0.0
247-249,9.612880292508637,6.94942257871206,60.53329331132122,60.53329331132122,1.1500000000000004,,,2.6634577137965767,0.0
1473-1495,5.893407119309781,4.233980770475867,159.1375256391015,159.18755315423482,6.149999999999986,,,1.6594263488339136,-0.0500275151333085
944-945,2.379060024774079,1.0334922681356957,219.1705437990895,219.2705988293561,,,,1.3455677566383835,-0.10005503026658857
1768-1774,4.133045634071604,2.273196505744929,133.32332783030665,132.17269498224022,,5.249999999999989,,1.8598491283266751,1.1506328480664365
1088-1101,6.180715011081851,3.1137097364555473,256.2909600280154,256.1909049977488,,,,3.067005274626304,0.10005503026656015
1784-1800,6.869609968119306,3.5023338665850163,150.03251788483666,150.08254539996997,,8.299999999999983,,3.36727610153429,-0.0500275151333085
730-741,3.7046768238689536,2.4731621215418187,176.4970733903647,176.39701836009806,,,,1.231514702327135,0.10005503026664542
457-488,9.361593101037572,8.731009351719337,131.22217219470707,131.17214467957376,,,,0.6305837493182356,0.0500275151333085
735-1853,1.4379916894857183,0.7429549005337179,172.99514733103206,172.99514733103206,,0.49999999999999994,,0.6950367889520004,0.0
359-360,4.218339106589068,1.2854079064137949,93.00115063284808,93.5014257841813,,,,2.9329312001752728,-0.5002751513332129
475-1421,8.818640501180912,7.254659767175767,131.22217219470707,131.07208964930712,,,,1.5639807340051455,0.15008254539995391
456-464,3.8986382919462863,2.465042441252507,128.17049377157437,127.87032868077442,,1.900000000000001,,1.4335958506937794,0.30016509079995046
829-1881,7.55800038569547,5.014710138626647,202.2612436840262,202.4613537445595,,,,2.543290247068823,-0.20011006053329083
873-884,5.092070158066487,0.5045354792050745,209.0149582270249,208.71479313622493,0.8000000000000002,0.7500000000000001,,4.587534678861412,0.3001650907999647
564-576,4.07719410108914,2.91877302905972,143.2287758267047,143.2287758267047,1.4500000000000006,,,1.1584210720294204,0.0
807-829,9.878330996863609,7.734253362113172,201.3607484116264,200.66036319975987,,,,2.1440776347504364,0.7003852118665179
1207-1252,8.785935090286776,6.530031653170289,292.86107359047475,290.5598078943419,,2.849999999999998,,2.255903437116487,2.301265696132873
901-1541,4.391838718706419,3.509468036858806,211.51633398369103,211.51633398369103,,1.0000000000000002,,0.8823706818476129,0.0
1124-1583,4.590402612428226,1.970442213514822,260.9435189354145,260.8434639051478,0.35,0.35,,2.6199603989134035,0.10005503026667384
344-1388,7.578774378104132,5.3251665482850115,86.54760118064935,86.59762869578267,,,,2.2536078298191207,-0.05002751513332271
682-1463,5.437342222664528,2.8218264327475193,160.2381309720346,160.58832357796788,4.6499999999999915,,,2.6155157899170085,-0.35019260593327317
849-889,5.895439595021032,3.8013726378804407,208.76482065135824,208.71479313622493,,,,2.0940669571405914,0.0500275151333085
1044-1101,9.13132772787257,7.38368764076337,258.6922807544149,258.4421431787483,1.7500000000000009,,,1.7476400871092004,0.25013757566659933
804-829,8.27400736545439,5.010468554327137,200.81044574515985,200.8604732602932,,,,3.263538811127253,-0.05002751513333692
152-167,3.407942645122212,1.1003319531069025,36.62014107759268,36.72019610785932,1.1000000000000003,,,2.3076106920153094,-0.10005503026664542
1503-1854,6.491616944370631,4.888324279800187,173.84561508829856,173.89564260343187,,,,1.6032926645704437,-0.0500275151333085
873-897,5.45833294659075,2.117825711307489,209.21506828755813,209.21506828755813,,,,3.340507235283261,0.0
812-831,4.455512153318555,3.113337208117436,199.6598128970934,200.1100605332933,,,,1.3421749452011187,-0.4502476361999186
494-546,8.707129800274453,5.056215939765835,138.47616188903896,138.47616188903896,,,,3.650913860508618,0.0
345-1739,5.050244220786998,4.463628620696504,88.19850918004903,88.19850918004903,0.8000000000000002,3.1999999999999966,,0.5866156000904938,0.0
623-634,9.864623619985172,9.194302577375908,154.13477412576916,154.13477412576916,,,,0.670321042609265,0.0
901-903,7.009797823672918,3.271911482242711,211.4162789534244,211.16614137775773,1.4500000000000006,,,3.7378863414302073,0.2501375756666846
945-966,9.250667392668744,6.2195523208974635,226.974836159888,226.974836159888,,,,3.0311150717712803,0.0
1255-1623,5.346195428383652,4.028259983377737,290.65986292460855,290.70989043974186,,,,1.317935445005915,-0.0500275151333085
969-992,2.199319126955546,0.5557826527568466,235.07929361148632,234.9292110660864,0.35,0.44999999999999996,,1.6435364741986995,0.1500825453999255
257-262,8.092255180420105,6.573923833622175,64.83565961278703,64.23532943118715,1.1000000000000003,,,1.5183313467979307,0.6003301815998725
794-2045,9.483576074782045,7.964864489522824,191.40527290009504,191.35524538496173,,,,1.5187115852592203,0.0500275151333085
873-889,9.320009471254503,5.544350224404338,208.96493071189155,209.1650407724248,2.1000000000000005,2.499999999999999,,3.7756592468501644,-0.200110060533234
470-1768,2.8235984480239438,1.1574958562091773,129.7213467407074,128.8708789834409,,,,1.6661025918147665,0.8504677572665003
554-1791,7.021533775478978,5.298789496554309,143.77907849317123,143.67902346290458,,,,1.7227442789246687,0.10005503026664542
873-900,3.9831972004100584,1.240371282074463,210.5157836810245,210.06553604482465,0.3,0.35,,2.7428259183355954,0.4502476361998333
1044-1062,9.830029601716303,8.40127829636385,252.2887588173496,252.58892390814947,,3.599999999999995,,1.4287513053524528,-0.3001650907998794
964-1548,4.978081311167312,2.1503274621698374,233.47841312722,233.47841312722,,,,2.8277538489974745,0.0
1265-1971,2.6481176405936284,0.5466956939015439,298.314072740007,298.314072740007,0.05,0.05,,2.1014219466920845,0.0
1263-1272,4.5051720345323805,1.803851770649615,298.7643203762069,298.7142928610736,,2.4499999999999993,,2.7013202638827654,0.0500275151333085
457-1774,4.767524970257042,2.7146903828826296,133.32332783030665,132.07263995197357,,7.649999999999981,,2.052834587374412,1.250687878333082
1252-1971,7.559069122614106,4.914555914340077,296.01280704387415,296.01280704387415,,,,2.644513208274028,0.0
527-1768,0.9471249194507918,0.23990127906885306,136.1748961929061,136.1748961929061,0.65,1.5000000000000007,,0.7072236403819387,0.0
1081-1084,3.4498931111338833,2.192037635769114,255.8907399069488,255.8907399069488,1.6000000000000008,1.4000000000000006,,1.2578554753647695,0.0
1445-1824,2.6573460379023284,1.5354423143381553,153.28430636850268,153.48441642903595,,,,1.1219037235641731,-0.2001100605332624
32-1296,9.680883583284908,6.350965838267513,6.903797088398619,6.903797088398619,0.9500000000000003,1.0000000000000002,,3.3299177450173953,0.0
487-493,7.320767677499176,3.9862983439095743,133.97368552703986,133.87363049677322,1.0500000000000003,1.1500000000000004,,3.3344693335896016,0.10005503026664542
1016-1018,5.104738708535069,4.327931318024085,239.88193506428536,241.1826504577517,0.7000000000000001,,,0.7768073905109842,-1.3007153934663336
6-19,5.79687206427834,2.5679674776417443,4.352393816599129,4.352393816599129,1.0000000000000002,1.1000000000000003,,3.2289045866365953,0.0
1263-1971,4.3726597450397895,1.6604505929595859,298.46415528540695,298.46415528540695,0.15000000000000002,0.2,,2.7122091520802036,0.0
749-829,9.536277713950058,7.046742625945278,202.0611336234929,202.0611336234929,,,,2.4895350880047804,0.0
1016-1021,7.443668460863739,4.477967778735106,238.7313022162189,238.88138476161888,,,,2.9657006821286327,-0.15008254539998234
837-856,5.6385936186322585,3.6981748001132253,203.9621791985592,202.8615738656261,0.6,,,1.9404188185190332,1.1006053329330996
257-1980,4.274212304866388,3.6505095370083325,62.034118765320926,62.184201310720894,,,,0.6237027678580551,-0.15008254539996813
523-527,1.9967342665310928,0.8385085496952769,135.87473110210615,134.72409825403972,0.6,0.7000000000000001,,1.1582257168358159,1.1506328480664365
1014-1561,3.638439051172385,3.0266342439036578,239.73185251888532,239.73185251888532,0.49999999999999994,0.7000000000000001,,0.6118048072687272,0.0
