agent_a_id,agent_b_id,agent_a_class,agent_b_class,pair_type,outcome,NM,SDD,PEB_final,PET,TTC_min,TTC_poly_min,Max_CCI,Max_density_raw,ped_id,veh_id,veh_class
1084,2780,pedestrian,lcv,ped_veh,unresolved_conflict_zone,4.3154,0.0,0.2115,0.05,0.5219,,1e-05,1e-06,1084,2780,lcv
1085,1087,lcv,lcv,veh_veh,unresolved_conflict_zone,-0.11,0.4002,0.1806,0.0,0.6914,5.25,0.24163,0.009495,1085,1087,lcv
1085,2725,lcv,pedestrian,ped_veh,agent_a_first,-1.3032,0.3502,0.6544,0.4502,0.5487,0.2,0.24165,0.016207,1085,2725,pedestrian
1085,2736,lcv,pedestrian,ped_veh,unresolved_conflict_zone,1.9804,0.05,0.0117,0.0,1.0612,0.75,0.04175,0.0028,1085,2736,pedestrian
1085,2741,lcv,pedestrian,ped_veh,agent_a_first,-4.4378,0.9505,4.8558,0.0,1.3354,1.05,0.0,0.0,1085,2741,pedestrian
1086,1087,pedestrian,lcv,ped_veh,agent_b_first,-1.0926,0.1501,0.3293,0.0,0.151,,0.04776,0.003203,1086,1087,lcv
1087,1092,lcv,cyclist,cyc_veh,agent_b_first,-0.9037,1.2507,1.8873,0.0,1.1027,,0.01015,0.000647,1087,1092,cyclist
1087,1094,lcv,pedestrian,ped_veh,agent_b_first,-0.1661,2.8516,1.577,0.0,1.348,,0.00068,4.6e-05,1087,1094,pedestrian
1087,1098,lcv,pedestrian,ped_veh,agent_b_first,-1.689,0.05,0.0579,0.4502,0.6126,1.0,1e-05,0.0,1087,1098,pedestrian
1087,1100,lcv,cyclist,cyc_veh,agent_b_first,-0.931,0.2001,0.0682,0.6003,0.7269,1.85,0.0,0.0,1087,1100,cyclist
1087,2725,lcv,pedestrian,ped_veh,agent_b_first,-0.2064,0.4002,0.4829,1.7009,0.5222,0.5,0.31881,0.021382,1087,2725,pedestrian
1087,2736,lcv,pedestrian,ped_veh,agent_a_first,-0.8118,0.3002,2.3478,0.0,1.8875,0.85,0.19162,0.012852,1087,2736,pedestrian
1087,2780,lcv,lcv,veh_veh,agent_a_first,-0.6387,0.1501,1.4343,0.0,0.5841,2.25,9e-05,4e-06,1087,2780,lcv
1087,2790,lcv,pedestrian,ped_veh,agent_a_first,-0.5562,1.1506,0.9652,0.1501,0.6036,,0.23469,0.01574,1087,2790,pedestrian
1087,2810,lcv,pedestrian,ped_veh,agent_a_first,-16.9721,0.4002,0.7974,0.0,1.2929,0.95,0.00191,0.000128,1087,2810,pedestrian
1088,1092,pedestrian,cyclist,ped_veh,agent_b_first,-0.627,1.2507,1.8005,0.0,0.9752,,0.0,0.0,1088,1092,cyclist
1088,1100,pedestrian,cyclist,ped_veh,agent_a_first,-1.9544,1.6509,0.6617,0.7504,1.3709,,0.0,0.0,1088,1100,cyclist
1088,2780,pedestrian,lcv,ped_veh,unresolved_conflict_zone,2.4701,0.7004,0.1941,0.0,0.2471,1.75,0.0004,2.7e-05,1088,2780,lcv
1100,2725,cyclist,pedestrian,ped_veh,agent_b_first,1.9483,0.3502,1.9165,0.0,2.551,,2e-05,4e-06,1100,2725,pedestrian
1100,2736,cyclist,pedestrian,ped_veh,agent_a_first,-3.971,1.6509,5.6804,0.0,1.2655,,0.0,0.0,1100,2736,pedestrian
1100,2790,cyclist,pedestrian,ped_veh,agent_b_first,-0.3278,0.1501,0.1202,0.3502,1.5373,,0.0,0.0,1100,2790,pedestrian
1110,2803,pedestrian,car,ped_veh,agent_a_first,5.8457,0.1501,0.3122,0.1001,1.8828,,0.0,0.0,1110,2803,car
1120,2803,pedestrian,car,ped_veh,unresolved_conflict_zone,28.4176,0.5003,0.137,0.0,1.0023,,0.0,0.0,1120,2803,car
1121,1125,lcv,cyclist,cyc_veh,agent_b_first,-0.5041,0.6504,1.9891,0.0,0.9157,,0.00058,3.7e-05,1121,1125,cyclist
1121,1136,lcv,pedestrian,ped_veh,agent_a_first,0.1739,0.3002,1.5612,0.2001,1.9708,,0.50533,0.033892,1121,1136,pedestrian
1121,2727,lcv,pedestrian,ped_veh,agent_a_first,-18.9625,0.5003,1.4782,0.0,2.3154,0.6,0.00212,0.000142,1121,2727,pedestrian
1121,2730,lcv,pedestrian,ped_veh,agent_b_first,-0.5159,1.0006,3.8249,0.3502,2.9455,0.3,0.43762,0.02935,1121,2730,pedestrian
1121,2828,lcv,lcv,veh_veh,unresolved_conflict_zone,-0.8582,0.8505,0.1246,0.0,0.2828,,0.83225,0.032705,1121,2828,lcv
1121,2835,lcv,pedestrian,ped_veh,agent_b_first,-1.3389,0.6504,1.4883,0.0,0.9027,,9e-05,6e-06,1121,2835,pedestrian
1121,2838,lcv,pedestrian,ped_veh,agent_b_first,-10.8988,0.5003,5.6754,1.4008,6.2544,1.35,0.00029,2e-05,1121,2838,pedestrian
1125,2828,cyclist,lcv,cyc_veh,agent_a_first,1.1098,0.6003,3.3552,0.0,1.8263,,0.00046,3e-05,1125,2828,lcv
1142,1147,car,car,veh_veh,agent_a_first,0.1702,2.0511,4.0104,0.7504,1.4615,,0.00097,5.9e-05,1142,1147,car
1142,1149,car,pedestrian,ped_veh,agent_a_first,-0.9373,2.2512,1.8848,0.0,1.4565,,0.0,0.0,1142,1149,pedestrian
1142,1150,car,pedestrian,ped_veh,agent_a_first,-2.217,1.6509,0.9734,0.0,1.2838,0.8,8e-05,8e-06,1142,1150,pedestrian
1142,1156,car,pedestrian,ped_veh,agent_b_first,-4.0603,0.1501,0.8781,0.0,1.2483,1.35,0.0,0.0,1142,1156,pedestrian
1142,1177,car,pedestrian,ped_veh,agent_b_first,-5.1775,0.1501,0.8815,0.0,1.2003,,0.01394,0.001352,1142,1177,pedestrian
1142,1178,car,pedestrian,ped_veh,agent_a_first,-17.9341,0.3002,0.9939,0.0,1.1933,,0.11414,0.011073,1142,1178,pedestrian
1142,2730,car,pedestrian,ped_veh,agent_a_first,1.2771,2.1512,0.7082,1.1506,0.6828,0.45,0.0995,0.009653,1142,2730,pedestrian
1142,2851,car,pedestrian,ped_veh,agent_b_first,-0.3609,1.1006,0.3463,0.1501,0.6562,0.65,0.0,0.0,1142,2851,pedestrian
1148,1165,pedestrian,lcv,ped_veh,agent_b_first,-0.9073,3.652,2.3783,0.3002,1.2966,1.2,0.12787,0.008576,1148,1165,lcv
1148,1167,pedestrian,lcv,ped_veh,agent_b_first,-0.1598,3.652,2.9877,0.3002,2.3211,1.2,0.05395,0.003618,1148,1167,lcv
1148,1183,pedestrian,lcv,ped_veh,unresolved_conflict_zone,0.8704,0.5503,1.862,0.3502,1.8909,2.05,0.00019,1.3e-05,1148,1183,lcv
1148,1187,pedestrian,lcv,ped_veh,unresolved_conflict_zone,6.4674,0.2501,0.8861,0.0,2.3968,2.45,4e-05,2e-06,1148,1187,lcv
1148,1213,pedestrian,lcv,ped_veh,agent_b_first,1.1269,0.7504,0.047,0.0,1.7809,,0.0,0.0,1148,1213,lcv
1148,2873,pedestrian,car,ped_veh,agent_b_first,4.2455,0.8505,1.9542,0.0,1.0259,,0.0,0.0,1148,2873,car
1160,1164,cyclist,truck,cyc_veh,unresolved_conflict_zone,0.721,0.4002,0.0351,0.0,0.1453,0.05,0.25829,0.013838,1160,1164,truck
1160,1165,cyclist,lcv,cyc_veh,agent_b_first,-1.6244,3.0517,25.5407,0.0,0.0338,0.05,0.69186,0.044134,1160,1165,lcv
1160,1167,cyclist,lcv,cyc_veh,agent_b_first,-1.2728,3.0017,3.2189,0.0,0.2342,0.05,0.53758,0.034292,1160,1167,lcv
1160,1173,cyclist,lcv,cyc_veh,agent_b_first,-2.0954,0.9005,2.2723,0.0,0.7975,,0.00079,5.1e-05,1160,1173,lcv
1160,1174,cyclist,pedestrian,ped_veh,agent_a_first,1.0582,1.6509,14.4501,0.3502,1.1048,,0.0387,0.008461,1160,1174,pedestrian
1161,1164,pedestrian,truck,ped_veh,unresolved_conflict_zone,1.0798,1.801,0.1015,0.0,0.2962,0.05,0.59283,0.033101,1161,1164,truck
1161,1165,pedestrian,lcv,ped_veh,agent_a_first,0.0177,0.1501,1.307,1.0506,0.426,4.55,0.43223,0.028989,1161,1165,lcv
1161,1167,pedestrian,lcv,ped_veh,unresolved_conflict_zone,0.3676,3.9522,0.0349,1.4008,0.7183,5.5,0.37056,0.024853,1161,1167,lcv
1161,1173,pedestrian,lcv,ped_veh,agent_b_first,-0.0154,0.9505,1.7924,0.0,1.7048,,6e-05,4e-06,1161,1173,lcv
1161,1176,pedestrian,lcv,ped_veh,agent_b_first,0.1303,0.5003,1.7824,0.0,2.1406,,0.0001,6e-06,1161,1176,lcv
1161,1188,pedestrian,lcv,ped_veh,agent_b_first,-1.9532,0.1501,0.1141,0.0,0.4874,,0.54322,0.036433,1161,1188,lcv
1164,1165,truck,lcv,veh_veh,agent_b_first,-3.6431,0.0,2.105,0.0,0.4623,0.05,0.38278,0.013463,1164,1165,lcv
1165,1169,lcv,pedestrian,ped_veh,agent_a_first,-1.6731,2.8015,0.5777,0.0,1.5936,1.5,0.0,0.0,1165,1169,pedestrian
1165,1170,lcv,pedestrian,ped_veh,agent_a_first,2.5412,3.702,1.9043,0.9505,2.3687,1.0,0.12689,0.00851,1165,1170,pedestrian
1165,1174,lcv,pedestrian,ped_veh,agent_a_first,-6.6067,1.901,5.8032,0.1501,1.5355,,0.0084,0.000563,1165,1174,pedestrian
1165,1188,lcv,lcv,veh_veh,unresolved_conflict_zone,-1.6944,0.2501,0.161,0.0,0.8416,,0.00393,0.000155,1165,1188,lcv
1165,2838,lcv,pedestrian,ped_veh,agent_a_first,0.6017,2.7015,8.0959,0.8505,1.7054,1.1,0.02736,0.001835,1165,2838,pedestrian
1167,1169,lcv,pedestrian,ped_veh,agent_a_first,-0.4127,2.0011,5.5631,0.0,1.6535,1.4,0.0,0.0,1167,1169,pedestrian
1167,1170,lcv,pedestrian,ped_veh,agent_a_first,0.467,1.3007,2.2544,0.7504,2.0024,1.25,0.04241,0.002844,1167,1170,pedestrian
1167,1173,lcv,lcv,veh_veh,agent_b_first,-3.7691,0.4002,1.5803,0.0,0.7651,,0.00015,6e-06,1167,1173,lcv
1167,1174,lcv,pedestrian,ped_veh,agent_b_first,-9.3824,0.0,1.4846,0.5003,1.695,,0.01025,0.000688,1167,1174,pedestrian
1167,1188,lcv,lcv,veh_veh,unresolved_conflict_zone,-0.575,0.2501,0.7107,0.0,0.4831,,0.11224,0.004411,1167,1188,lcv
1167,2838,lcv,pedestrian,ped_veh,agent_a_first,-0.0594,2.7015,13.7538,0.6504,2.0402,1.45,0.00604,0.000405,1167,2838,pedestrian
1170,1183,pedestrian,lcv,ped_veh,unresolved_conflict_zone,0.019,0.05,0.2348,1.0006,1.8458,2.2,2e-05,1e-06,1170,1183,lcv
1170,1187,pedestrian,lcv,ped_veh,agent_a_first,4.9797,0.1501,0.172,0.6003,2.1573,1.55,1e-05,1e-06,1170,1187,lcv
1170,1213,pedestrian,lcv,ped_veh,unresolved_conflict_zone,0.8703,0.8505,0.2111,0.0,0.1323,,0.49119,0.032943,1170,1213,lcv
1174,1183,pedestrian,lcv,ped_veh,unresolved_conflict_zone,1.0514,0.0,0.145,0.05,0.1023,0.7,0.04782,0.003207,1174,1183,lcv
1174,1187,pedestrian,lcv,ped_veh,unresolved_conflict_zone,7.1464,0.0,0.1647,0.05,0.1507,1.1,0.00556,0.000373,1174,1187,lcv
1183,1188,lcv,lcv,veh_veh,agent_a_first,2.0926,2.2512,3.7077,0.0,0.3692,0.05,0.65958,0.02592,1183,1188,lcv
1183,1194,lcv,cyclist,cyc_veh,agent_b_first,-2.4152,0.8004,2.3103,0.0,1.6452,,7e-05,4e-06,1183,1194,cyclist
1183,2838,lcv,pedestrian,ped_veh,agent_a_first,-9.323,1.4508,2.2123,0.0,1.7536,2.15,0.0,0.0,1183,2838,pedestrian
1183,2893,lcv,pedestrian,ped_veh,unresolved_conflict_zone,-27.8006,1.2507,0.017,0.5503,1.4679,,1e-05,1e-06,1183,2893,pedestrian
1187,1188,lcv,lcv,veh_veh,agent_a_first,2.2989,1.4008,2.5783,0.0,0.6161,0.05,0.59176,0.023255,1187,1188,lcv
1187,1194,lcv,cyclist,cyc_veh,agent_b_first,-2.8565,1.6009,4.1998,0.0,1.6383,,5e-05,3e-06,1187,1194,cyclist
1187,1195,lcv,pedestrian,ped_veh,agent_b_first,-2.7643,1.5509,3.7523,0.0,1.4769,,0.0,0.0,1187,1195,pedestrian
1187,1210,lcv,pedestrian,ped_veh,agent_a_first,0.8101,0.5503,6.3036,0.0,3.9322,,0.0,0.0,1187,1210,pedestrian
1187,2838,lcv,pedestrian,ped_veh,agent_b_first,-14.7522,0.3002,2.3808,0.0,2.5279,1.95,2e-05,2e-06,1187,2838,pedestrian
1187,2893,lcv,pedestrian,ped_veh,agent_a_first,-13.1385,0.3002,0.7792,0.3002,1.4938,2.4,0.0,0.0,1187,2893,pedestrian
1188,1194,lcv,cyclist,cyc_veh,agent_a_first,-1.3837,0.05,0.0106,1.2507,2.2174,,0.00046,3e-05,1188,1194,cyclist
1188,1195,lcv,pedestrian,ped_veh,agent_b_first,-1.3749,2.7515,11.228,0.9005,1.4957,1.9,0.0005,3.3e-05,1188,1195,pedestrian
1188,1202,lcv,pedestrian,ped_veh,agent_a_first,1.9589,0.2001,7.8582,2.6515,0.747,0.15,0.07834,0.005254,1188,1202,pedestrian
1188,1203,lcv,pedestrian,ped_veh,unresolved_conflict_zone,8.4711,1.801,0.694,0.0,2.6728,2.6,4e-05,3e-06,1188,1203,pedestrian
1188,1210,lcv,pedestrian,ped_veh,agent_a_first,3.1916,3.0017,14.2832,0.0,1.4316,0.9,0.0,0.0,1188,1210,pedestrian
1188,1213,lcv,lcv,veh_veh,unresolved_conflict_zone,-0.5073,0.9505,0.7373,0.1501,1.8354,0.65,0.0004,1.6e-05,1188,1213,lcv
1188,1216,lcv,pedestrian,ped_veh,agent_b_first,-10.907,0.1501,0.1488,0.0,1.1699,0.8,0.0,0.0,1188,1216,pedestrian
1188,1235,lcv,pedestrian,ped_veh,agent_b_first,-0.3814,0.1501,0.1921,0.4502,0.7794,,0.0,0.0,1188,1235,pedestrian
1188,1239,lcv,motorcycle,veh_veh,agent_a_first,-2.6064,1.1006,2.2413,0.0,1.992,,0.0004,2.5e-05,1188,1239,motorcycle
1188,2882,lcv,pedestrian,ped_veh,agent_b_first,-3.7366,0.0,0.7344,0.3502,1.4893,1.05,6e-05,4e-06,1188,2882,pedestrian
1188,2895,lcv,pedestrian,ped_veh,agent_b_first,-3.1456,0.6504,1.4587,0.05,0.6389,,0.0005,3.3e-05,1188,2895,pedestrian
1188,2896,lcv,cyclist,cyc_veh,agent_a_first,1.4726,1.1506,15.5682,2.4013,0.7223,0.6,0.0221,0.001409,1188,2896,cyclist
1188,2900,lcv,car,veh_veh,agent_b_first,-0.59,0.1001,1.0115,0.5003,0.6312,0.25,0.00054,2.6e-05,1188,2900,car
1188,2909,lcv,pedestrian,ped_veh,agent_a_first,3.1507,2.6014,13.1419,0.6504,6.6928,0.9,0.0,0.0,1188,2909,pedestrian
1194,1200,cyclist,lcv,cyc_veh,agent_a_first,-24.4843,0.0,0.5152,0.2501,0.4032,,0.37272,0.023776,1194,1200,lcv
1194,1202,cyclist,pedestrian,ped_veh,agent_b_first,0.1873,2.3013,2.3548,0.4002,0.6277,,6e-05,1.3e-05,1194,1202,pedestrian
1194,1203,cyclist,pedestrian,ped_veh,agent_b_first,-2.9358,0.4002,1.4298,0.0,0.9247,,0.01763,0.003855,1194,1203,pedestrian
1194,1206,cyclist,car,cyc_veh,agent_a_first,-0.311,0.5503,2.2876,0.0,1.0221,,0.23874,0.021421,1194,1206,car
1194,2896,cyclist,cyclist,cyc_veh,agent_b_first,-0.8526,2.1512,1.1286,0.0,0.2577,5.35,0.05818,0.010289,1194,2896,cyclist
1195,1200,pedestrian,lcv,ped_veh,agent_a_first,-22.117,0.0,0.4746,0.05,0.5526,,0.18863,0.012651,1195,1200,lcv
1195,1206,pedestrian,car,ped_veh,agent_a_first,0.3018,0.5503,2.7034,0.0,0.9998,,0.1125,0.010914,1195,1206,car
1195,2896,pedestrian,cyclist,ped_veh,agent_b_first,-1.2141,1.4508,1.4783,0.0,0.2756,,0.04447,0.009723,1195,2896,cyclist
1202,1213,pedestrian,lcv,ped_veh,agent_b_first,0.4302,3.1017,0.2707,0.1001,0.6217,1.5,0.04184,0.002806,1202,1213,lcv
1202,1239,pedestrian,motorcycle,ped_veh,unresolved_conflict_zone,0.2684,0.1501,0.3061,0.0,0.3389,,0.0,0.0,1202,1239,motorcycle
1202,2874,pedestrian,car,ped_veh,unresolved_conflict_zone,-19.6012,2.4013,0.5032,1.5509,30.322,0.55,0.00626,0.000608,1202,2874,car
1202,2900,pedestrian,car,ped_veh,agent_a_first,0.0386,2.6014,2.0148,0.0,1.7854,,0.00011,1e-05,1202,2900,car
1206,2896,car,cyclist,cyc_veh,agent_a_first,0.9197,0.05,38.5193,0.0,0.7171,,0.14335,0.012862,1206,2896,cyclist
1209,1210,car,pedestrian,ped_veh,agent_a_first,1.7816,3.702,2.766,0.0,0.7132,,0.0,0.0,1209,1210,pedestrian
1209,2893,car,pedestrian,ped_veh,agent_b_first,-1.723,0.2001,1.9425,0.0,1.5104,,0.0,0.0,1209,2893,pedestrian
1210,1213,pedestrian,lcv,ped_veh,agent_b_first,-1.8497,0.9505,0.4857,0.0,0.9255,0.7,0.33511,0.022475,1210,1213,lcv
1210,1239,pedestrian,motorcycle,ped_veh,agent_b_first,-1.1109,1.1506,3.3026,0.0,2.269,,5e-05,1e-05,1210,1239,motorcycle
1210,2873,pedestrian,car,ped_veh,unresolved_conflict_zone,8.2899,0.3502,0.3741,0.0,0.5169,,0.17392,0.016872,1210,2873,car
1210,2896,pedestrian,cyclist,ped_veh,agent_b_first,-1.448,0.8505,0.2855,0.0,1.6651,1.3,0.06925,0.015139,1210,2896,cyclist
1213,1226,lcv,pedestrian,ped_veh,agent_a_first,-0.19,0.05,7.1763,0.0,0.7591,0.9,0.03635,0.002438,1213,1226,pedestrian
1213,2838,lcv,pedestrian,ped_veh,agent_b_first,-5.9125,1.1506,0.8373,0.3502,0.5066,,9e-05,6e-06,1213,2838,pedestrian
1213,2873,lcv,car,veh_veh,agent_b_first,1.8511,0.9005,0.1267,0.0,0.2299,0.1,0.0017,8.1e-05,1213,2873,car
1213,2893,lcv,pedestrian,ped_veh,agent_a_first,-3.6794,0.0,0.0761,0.5503,0.3122,,0.00046,3.1e-05,1213,2893,pedestrian
1213,2896,lcv,cyclist,cyc_veh,agent_a_first,-0.9545,3.5019,0.9871,0.2501,1.5184,1.7,0.00668,0.000426,1213,2896,cyclist
1213,2909,lcv,pedestrian,ped_veh,agent_a_first,-2.8043,1.1006,2.9821,0.0,3.6113,4.2,0.13846,0.009286,1213,2909,pedestrian
1216,2896,pedestrian,cyclist,ped_veh,agent_a_first,-1.299,2.7015,1.8178,0.0,2.2858,,0.0,0.0,1216,2896,cyclist
1226,1239,pedestrian,motorcycle,ped_veh,agent_b_first,-24.8603,0.05,2.3225,0.0,1.8384,,0.0,0.0,1226,1239,motorcycle
1226,2896,pedestrian,cyclist,ped_veh,agent_b_first,-4.2344,0.8505,2.4037,0.9005,1.5444,2.0,0.0,0.0,1226,2896,cyclist
1228,1239,pedestrian,motorcycle,ped_veh,agent_b_first,4.5704,1.1006,5.264,0.0,6.0907,,0.0,0.0,1228,1239,motorcycle
1228,2896,pedestrian,cyclist,ped_veh,agent_b_first,-3.0714,2.9516,4.9159,0.9505,4.1971,,0.0,0.0,1228,2896,cyclist
1230,2900,lcv,car,veh_veh,unresolved_conflict_zone,-1.1504,0.1001,0.8719,0.0,0.7998,0.05,0.24242,0.011554,1230,2900,car
1234,1242,lcv,pedestrian,ped_veh,agent_b_first,-0.7375,1.3507,0.7568,0.0,0.5987,1.05,0.31534,0.02115,1234,1242,pedestrian
1235,1240,pedestrian,lcv,ped_veh,agent_b_first,-2.2014,0.5503,0.8681,0.0,0.361,,0.11543,0.007742,1235,1240,lcv
1235,2900,pedestrian,car,ped_veh,agent_b_first,-0.9524,1.801,0.678,0.05,0.9694,2.1,0.06088,0.005906,1235,2900,car
1239,2839,motorcycle,pedestrian,ped_veh,agent_a_first,2.3198,1.0506,12.6345,0.0,6.6608,,0.0,0.0,1239,2839,pedestrian
1239,2896,motorcycle,cyclist,cyc_veh,unresolved_conflict_zone,0.1761,0.05,0.4192,0.0,0.6048,,0.0,0.0,1239,2896,cyclist
1239,2909,motorcycle,pedestrian,ped_veh,agent_a_first,11.8492,0.4502,9.7066,0.0,5.4388,,0.0,0.0,1239,2909,pedestrian
1243,1256,car,pedestrian,ped_veh,agent_b_first,-0.9074,2.1012,1.9181,0.4502,1.6409,,0.00169,0.000164,1243,1256,pedestrian
1243,1259,car,lcv,veh_veh,agent_b_first,-2.5541,0.7004,3.8006,0.5503,4.308,,0.01579,0.000752,1243,1259,lcv
1243,1263,car,pedestrian,ped_veh,agent_a_first,-7.5406,0.9005,2.7362,1.4508,1.6965,2.55,0.0,0.0,1243,1263,pedestrian
1243,2874,car,car,veh_veh,unresolved_conflict_zone,-2.9772,3.652,0.1436,0.3502,0.9734,1.8,0.02693,0.001633,1243,2874,car
1243,2909,car,pedestrian,ped_veh,agent_a_first,3.043,4.6025,19.789,2.3513,4.478,5.3,0.0,0.0,1243,2909,pedestrian
1243,2916,car,pedestrian,ped_veh,agent_a_first,-2.5106,2.0511,6.2898,0.4002,2.7397,,0.00027,2.6e-05,1243,2916,pedestrian
1243,2925,car,pedestrian,ped_veh,agent_a_first,-0.0165,3.552,4.1663,0.1501,2.9488,,0.0,0.0,1243,2925,pedestrian
1255,2916,cyclist,pedestrian,ped_veh,agent_a_first,-1.5881,1.1506,14.271,0.0,4.1176,,0.0,0.0,1255,2916,pedestrian
1257,2916,truck,pedestrian,ped_veh,agent_a_first,6.8488,0.6504,4.879,0.2001,1.6709,0.5,0.03144,0.001755,1257,2916,pedestrian
1259,1266,lcv,bus,veh_veh,agent_b_first,-1.6462,0.05,1.7117,0.0,1.6489,,0.0,0.0,1259,1266,bus
1260,2916,car,pedestrian,ped_veh,agent_a_first,-20.9207,1.0506,6.346,0.0,3.7686,,0.03282,0.003184,1260,2916,pedestrian
1280,1292,truck,pedestrian,ped_veh,agent_b_first,1.4654,0.0,0.1216,0.3002,0.9924,0.35,0.19547,0.010914,1280,1292,pedestrian
1292,1296,pedestrian,car,ped_veh,unresolved_conflict_zone,-0.4194,0.2501,0.3295,0.4002,0.3109,,0.0,0.0,1292,1296,car
1296,1302,car,cyclist,cyc_veh,agent_a_first,0.8493,0.6003,1.3074,0.0,1.6182,,0.0,0.0,1296,1302,cyclist
1296,1303,car,pedestrian,ped_veh,agent_a_first,3.8503,0.2001,2.1582,0.6003,1.5514,,0.04367,0.004236,1296,1303,pedestrian
1296,1307,car,pedestrian,ped_veh,agent_a_first,-3.7372,0.7004,0.713,0.0,1.6544,1.85,0.0,0.0,1296,1307,pedestrian
1296,2942,car,pedestrian,ped_veh,agent_a_first,2.886,0.5003,12.5593,0.0,11.3226,,0.0,0.0,1296,2942,pedestrian
1302,1303,cyclist,pedestrian,ped_veh,agent_a_first,2.6606,1.901,1.333,2.3013,1.1213,,0.0,0.0,1302,1303,pedestrian
1302,1305,cyclist,pedestrian,ped_veh,agent_a_first,2.0685,3.0517,9.4726,0.05,1.4197,,0.0,0.0,1302,1305,pedestrian
1302,1317,cyclist,car,cyc_veh,agent_b_first,0.8827,1.901,0.1801,0.0,1.0554,,0.0,0.0,1302,1317,car
1302,1327,cyclist,pedestrian,ped_veh,agent_b_first,1.2096,0.05,0.4175,0.0,3.7863,,0.0,0.0,1302,1327,pedestrian
1302,2937,cyclist,pedestrian,ped_veh,agent_a_first,1.2647,4.3024,19.0208,0.0,2.7811,,0.00219,0.000479,1302,2937,pedestrian
1302,2942,cyclist,pedestrian,ped_veh,agent_a_first,-0.2225,7.0539,4.9074,0.0,2.6074,,0.01151,0.002516,1302,2942,pedestrian
1303,1317,pedestrian,car,ped_veh,agent_b_first,27.6092,0.3002,8.8842,0.0,10.1326,,0.0,0.0,1303,1317,car
1303,1322,pedestrian,cyclist,ped_veh,agent_b_first,7.0867,1.3507,9.0775,0.0,1.6636,2.2,0.0,0.0,1303,1322,cyclist
1303,1323,pedestrian,cyclist,ped_veh,agent_b_first,0.7844,2.1012,3.4414,3.8021,1.2199,0.85,0.00313,0.000685,1303,1323,cyclist
1303,1337,pedestrian,cyclist,ped_veh,agent_b_first,-0.8294,0.05,51.515,1.4008,0.963,0.6,0.15387,0.033638,1303,1337,cyclist
1303,1345,pedestrian,cyclist,ped_veh,agent_b_first,14.1969,0.05,48.4369,0.0,6.2036,,0.00435,0.000951,1303,1345,cyclist
1303,1348,pedestrian,car,ped_veh,unresolved_conflict_zone,-13.3926,0.0,2.5488,0.7504,3.4822,3.1,1e-05,1e-06,1303,1348,car
1307,1317,pedestrian,car,ped_veh,agent_b_first,2.1621,1.7009,0.1969,0.0,1.0017,,0.0,0.0,1307,1317,car
1317,2937,car,pedestrian,ped_veh,agent_a_first,-3.1512,1.901,3.7696,0.0,4.3251,,0.0,0.0,1317,2937,pedestrian
1317,2942,car,pedestrian,ped_veh,agent_a_first,-1.2173,0.7504,8.6129,0.0,9.3858,,0.0,0.0,1317,2942,pedestrian
1320,2874,pedestrian,car,ped_veh,unresolved_conflict_zone,-17.4023,0.7004,0.9799,0.0,2.1475,,0.0,0.0,1320,2874,car
1323,1327,cyclist,pedestrian,ped_veh,unresolved_conflict_zone,-1.9551,1.0506,0.2628,0.0,1.6923,0.35,0.27044,0.059122,1323,1327,pedestrian
1323,1328,cyclist,pedestrian,ped_veh,agent_a_first,-0.177,0.5503,1.5583,0.0,0.0915,1.15,0.87124,0.190468,1323,1328,pedestrian
1323,1335,cyclist,cyclist,cyc_veh,agent_b_first,-1.5774,1.3007,2.5787,0.0,1.191,,0.0,0.0,1323,1335,cyclist
1323,1338,cyclist,pedestrian,ped_veh,agent_b_first,-1.7538,1.1506,2.097,0.0,1.1516,,0.0,0.0,1323,1338,pedestrian
1323,1348,cyclist,car,cyc_veh,unresolved_conflict_zone,-4.6606,0.0,0.9665,0.0,1.1571,1.35,0.00756,0.000678,1323,1348,car
1323,1352,cyclist,pedestrian,ped_veh,unresolved_conflict_zone,-3.3929,0.0,0.0773,0.0,1.0075,,0.0,0.0,1323,1352,pedestrian
1323,1354,cyclist,pedestrian,ped_veh,agent_a_first,-20.4127,0.4002,12.0454,0.0,3.7723,2.4,0.00017,3.7e-05,1323,1354,pedestrian
1323,2937,cyclist,pedestrian,ped_veh,agent_b_first,-1.335,0.1501,0.2482,0.0,0.4351,0.05,0.77232,0.168841,1323,2937,pedestrian
1323,2942,cyclist,pedestrian,ped_veh,unresolved_conflict_zone,-0.0944,0.2501,0.1037,0.0,0.0263,0.05,0.95098,0.207901,1323,2942,pedestrian
1325,1335,pedestrian,cyclist,ped_veh,agent_b_first,-1.4487,1.7009,2.5947,0.0,1.3822,,0.0,0.0,1325,1335,cyclist
1325,1348,pedestrian,car,ped_veh,unresolved_conflict_zone,-5.8354,0.4002,1.26,0.0,2.721,,0.0,0.0,1325,1348,car
1327,1337,pedestrian,cyclist,ped_veh,agent_b_first,-4.0254,1.751,3.3222,0.0,2.2605,2.45,0.00164,0.000358,1327,1337,cyclist
1327,1345,pedestrian,cyclist,ped_veh,agent_b_first,-1.1577,1.3507,1.199,0.0,1.9754,1.3,0.12679,0.027718,1327,1345,cyclist
1328,1335,pedestrian,cyclist,ped_veh,agent_b_first,1.1575,1.5008,2.2678,0.0,2.1269,,0.0,0.0,1328,1335,cyclist
