agent_a_id,agent_b_id,agent_a_class,agent_b_class,pair_type,outcome,NM,SDD,PEB_final,PET,TTC_min,TTC_poly_min,Max_CCI,Max_density_raw,ped_id,veh_id,veh_class,pattern
1216,2858,cyclist,pedestrian,ped_veh,agent_a_first,8.0015,0.0,0.1041,0.2001,0.4856,0.3,0.00753,0.001646,1216,2858,pedestrian,Marginal Yield
1216,2893,cyclist,pedestrian,ped_veh,unresolved_conflict_zone,-1.8331,0.0,0.0099,0.0,0.4287,0.15,1e-05,3e-06,1216,2893,pedestrian,Unknown
1216,2896,cyclist,cyclist,cyc_veh,agent_a_first,-0.0542,2.7015,1.986,0.05,2.1635,1.45,0.0,0.0,1216,2896,cyclist,Unclear Advantage
1226,1239,pedestrian,motorcycle,ped_veh,agent_b_first,-6.3799,0.6003,2.0348,0.0,1.3308,,0.0,0.0,1226,1239,motorcycle,Unclear Advantage
1226,2896,pedestrian,cyclist,ped_veh,agent_b_first,-2.3758,1.5509,3.7473,0.9505,1.3815,2.05,0.0,0.0,1226,2896,cyclist,Unclear Advantage
1228,1239,pedestrian,motorcycle,ped_veh,agent_b_first,-1.2084,0.9005,5.0745,0.0,1.3349,,0.0,0.0,1228,1239,motorcycle,Unclear Advantage
1228,2896,pedestrian,cyclist,ped_veh,agent_b_first,-0.3122,1.901,2.1475,0.8505,1.6684,1.9,0.0,0.0,1228,2896,cyclist,Unclear Advantage
1230,2900,lcv,car,veh_veh,unresolved_conflict_zone,-0.4102,0.8004,0.0789,0.0,0.5969,0.05,0.22032,0.0105,1230,2900,car,Unclear Advantage
1234,1245,lcv,car,veh_veh,unresolved_conflict_zone,0.5832,0.0,0.7876,0.2001,0.342,0.5,0.16664,0.007942,1234,1245,car,Chaotic Negotiation
1239,2839,motorcycle,pedestrian,ped_veh,agent_a_first,4.6066,0.7004,2.7823,0.0,2.413,,0.0,0.0,1239,2839,pedestrian,Unclear Advantage
1239,2858,motorcycle,pedestrian,ped_veh,agent_a_first,5.2718,0.5503,3.9246,0.0,2.0399,,0.0,0.0,1239,2858,pedestrian,Unclear Advantage
1239,2874,motorcycle,car,veh_veh,agent_b_first,-0.9171,0.0,0.0823,0.0,2.205,0.45,0.00856,0.00075,1239,2874,car,Chaotic Negotiation
1239,2896,motorcycle,cyclist,cyc_veh,agent_a_first,-1.212,1.0006,0.9807,0.1001,1.8849,,0.0,0.0,1239,2896,cyclist,Unclear Advantage
1239,2909,motorcycle,pedestrian,ped_veh,agent_a_first,-3.3712,0.8505,30.0913,0.0,3.1419,,0.0,0.0,1239,2909,pedestrian,Unclear Advantage
1239,3199,motorcycle,pedestrian,ped_veh,agent_a_first,1.8661,0.6504,3.3884,0.0,1.4004,,2e-05,4e-06,1239,3199,pedestrian,Unclear Advantage
1246,2874,pedestrian,car,ped_veh,agent_a_first,-6.6103,0.05,2.9387,0.05,3.3263,0.4,0.0023,0.000223,1246,2874,car,Chaotic Negotiation
1256,3202,cyclist,truck,cyc_veh,agent_a_first,-1.7363,1.5008,4.2155,0.0,1.2699,1.15,0.03101,0.001661,1256,3202,truck,Gap-Forced Merge
1257,2909,truck,pedestrian,ped_veh,agent_a_first,7.5493,1.0006,15.3789,0.0,2.8808,1.15,0.0,0.0,1257,2909,pedestrian,Proactive Yielding
1257,3199,truck,pedestrian,ped_veh,agent_a_first,5.4987,0.3502,3.48,0.0,0.5767,,0.00044,2.5e-05,1257,3199,pedestrian,Unclear Advantage
1260,3202,car,truck,veh_veh,unresolved_conflict_zone,-1.7855,0.2001,0.1946,0.0,0.7004,1.0,0.00073,3e-05,1260,3202,truck,Unclear Advantage
1263,3202,pedestrian,truck,ped_veh,agent_b_first,2.2786,1.751,1.7499,0.0,1.8959,1.15,0.0,0.0,1263,3202,truck,Unclear Advantage
1263,3203,pedestrian,truck,ped_veh,agent_b_first,1.4809,2.5014,1.0695,0.1001,1.857,1.1,0.0,0.0,1263,3203,truck,Unclear Advantage
1280,1292,truck,pedestrian,ped_veh,agent_a_first,0.8184,0.5503,1.3532,0.3002,1.4726,0.3,0.28789,0.016075,1280,1292,pedestrian,Unclear Advantage
1280,1296,truck,car,veh_veh,agent_a_first,-9.5081,0.1501,0.3317,0.0,1.15,,0.02191,0.000914,1280,1296,car,Contested Right-of-Way
1292,1296,pedestrian,car,ped_veh,agent_b_first,-2.1853,0.05,0.3747,0.3002,0.3407,,0.0,0.0,1292,1296,car,Chaotic Negotiation
1296,1302,car,cyclist,cyc_veh,agent_a_first,3.0997,1.0006,2.8421,0.0,1.3073,1.0,0.0,0.0,1296,1302,cyclist,Agent A Priority — Stable
1296,1303,car,pedestrian,ped_veh,agent_a_first,-0.2937,0.4502,1.2552,0.6504,0.6239,,0.04725,0.004584,1296,1303,pedestrian,Unclear Advantage
1296,1307,car,pedestrian,ped_veh,agent_a_first,-0.6614,0.9505,0.5668,0.0,1.1473,1.15,0.0,0.0,1296,1307,pedestrian,Unclear Advantage
1296,2942,car,pedestrian,ped_veh,agent_b_first,-27.9158,0.0,1.211,0.0,1.4695,0.95,0.0,0.0,1296,2942,pedestrian,Contested Non-Yielding
1302,1303,cyclist,pedestrian,ped_veh,agent_a_first,1.8496,1.6509,1.4742,2.5014,0.9973,,0.0,0.0,1302,1303,pedestrian,Unclear Advantage
1302,1305,cyclist,pedestrian,ped_veh,agent_a_first,5.4574,5.7031,12.3797,0.1501,1.8826,,0.0,0.0,1302,1305,pedestrian,Unclear Advantage
1302,1317,cyclist,car,cyc_veh,unresolved_conflict_zone,-2.7138,0.0,0.1452,0.0,1.1038,,0.0,0.0,1302,1317,car,Contested Right-of-Way
1302,1327,cyclist,pedestrian,ped_veh,agent_a_first,-8.0719,0.5503,1.976,0.0,1.4931,2.0,0.0,0.0,1302,1327,pedestrian,Gap-Driven Crossing
1302,2937,cyclist,pedestrian,ped_veh,agent_b_first,-1.4033,0.0,2.1323,0.0,0.5114,2.35,0.00996,0.002177,1302,2937,pedestrian,Chaotic Negotiation
1302,2942,cyclist,pedestrian,ped_veh,agent_b_first,0.5495,0.6003,1.8712,0.0,0.3218,2.75,0.041,0.008963,1302,2942,pedestrian,Unclear Advantage
1303,1322,pedestrian,cyclist,ped_veh,agent_b_first,-1.9357,1.3507,2.9128,0.0,1.8382,3.2,0.0,0.0,1303,1322,cyclist,Unclear Advantage
1303,1323,pedestrian,cyclist,ped_veh,agent_b_first,0.3427,4.0022,9.6991,0.2001,0.7564,0.6,0.00598,0.001308,1303,1323,cyclist,Unclear Advantage
1303,1325,pedestrian,cyclist,ped_veh,agent_b_first,0.9649,5.2529,15.8933,2.5514,0.7279,0.5,0.00858,0.001876,1303,1325,cyclist,Unclear Advantage
1303,1328,pedestrian,cyclist,ped_veh,agent_b_first,-1.1865,3.7521,3.3651,2.6515,0.6857,0.4,0.18938,0.041402,1303,1328,cyclist,Unclear Advantage
1303,1335,pedestrian,cyclist,ped_veh,agent_b_first,-5.1354,1.3007,6.6407,0.0,2.3189,,0.0,0.0,1303,1335,cyclist,Unclear Advantage
1303,1337,pedestrian,cyclist,ped_veh,agent_b_first,-1.1283,2.9516,11.1928,1.4008,0.606,0.45,0.16454,0.035971,1303,1337,cyclist,Unclear Advantage
1303,1338,pedestrian,cyclist,ped_veh,agent_b_first,-8.1732,2.4513,32.0005,1.0006,1.5385,3.35,0.0,0.0,1303,1338,cyclist,Assertive Non-Yielding
1303,1345,pedestrian,cyclist,ped_veh,agent_b_first,2.0768,0.2501,14.3131,0.0,7.7199,,0.00458,0.001001,1303,1345,cyclist,Unclear Advantage
1303,1348,pedestrian,car,ped_veh,agent_b_first,3.3051,4.2023,1.2718,0.0,2.7149,2.45,1e-05,1e-06,1303,1348,car,Unclear Advantage
1303,1355,pedestrian,car,ped_veh,agent_b_first,3.6431,0.9005,2.0262,0.0,2.6067,,0.0,0.0,1303,1355,car,Unclear Advantage
1303,1362,pedestrian,car,ped_veh,agent_b_first,2.8501,0.6504,1.0641,0.0,1.6891,2.0,0.0,0.0,1303,1362,car,Unclear Advantage
1307,1317,pedestrian,car,ped_veh,agent_a_first,3.2033,0.0,0.2252,0.1001,0.8891,,0.0,0.0,1307,1317,car,Chaotic Negotiation
1317,2937,car,pedestrian,ped_veh,agent_a_first,5.5002,1.901,0.6685,0.05,2.1252,,0.0,0.0,1317,2937,pedestrian,Unclear Advantage
1317,2942,car,pedestrian,ped_veh,agent_a_first,3.5329,1.851,0.9543,0.0,1.8912,,0.0,0.0,1317,2942,pedestrian,Unclear Advantage
1320,2874,pedestrian,car,ped_veh,agent_a_first,0.1662,0.0,0.5947,0.0,1.0341,,5e-05,5e-06,1320,2874,car,Chaotic Negotiation
1323,1327,cyclist,pedestrian,ped_veh,unresolved_conflict_zone,-0.0269,0.6504,0.132,0.0,1.3589,1.75,0.0,0.0,1323,1327,pedestrian,Unknown
1323,1328,cyclist,cyclist,cyc_veh,agent_a_first,0.245,0.0,0.7353,0.0,0.0757,0.6,0.95082,0.168142,1323,1328,cyclist,Chaotic Negotiation
1323,1335,cyclist,cyclist,cyc_veh,agent_b_first,-0.4665,1.851,1.4843,0.0,1.0139,,0.0,0.0,1323,1335,cyclist,Unclear Advantage
1323,1338,cyclist,cyclist,cyc_veh,agent_b_first,-3.0526,1.5509,2.3268,0.0,1.0927,,0.0,0.0,1323,1338,cyclist,Gap-Forced Merge
1323,2937,cyclist,pedestrian,ped_veh,agent_b_first,0.083,0.0,0.8146,0.0,1.5187,1.85,0.0,0.0,1323,2937,pedestrian,Chaotic Negotiation
1323,2942,cyclist,pedestrian,ped_veh,agent_a_first,0.3969,0.0,0.2017,0.0,1.3442,1.45,0.0,0.0,1323,2942,pedestrian,Chaotic Negotiation
1324,1325,pedestrian,cyclist,ped_veh,agent_a_first,4.3049,0.4502,2.667,0.0,0.4761,0.75,0.44803,0.097947,1324,1325,cyclist,Unclear Advantage
1325,1327,cyclist,pedestrian,ped_veh,agent_a_first,-1.0711,1.851,0.2301,0.1501,0.6995,0.65,0.07505,0.016407,1325,1327,pedestrian,Unclear Advantage
1325,1335,cyclist,cyclist,cyc_veh,agent_b_first,2.262,1.3507,1.1779,0.0,0.7813,,0.0,0.0,1325,1335,cyclist,Agent B Priority — Stable
1325,1338,cyclist,cyclist,cyc_veh,agent_b_first,-4.2989,2.9016,0.7034,0.0,1.041,,0.0,0.0,1325,1338,cyclist,Gap-Forced Merge
1325,1348,cyclist,car,cyc_veh,agent_a_first,18.9781,0.0,0.4941,0.0,1.9266,,0.0,0.0,1325,1348,car,Agent A Priority — Marginal
1325,2937,cyclist,pedestrian,ped_veh,agent_a_first,2.912,1.4508,1.2502,0.1001,1.0127,0.8,0.11629,0.025422,1325,2937,pedestrian,Unclear Advantage
1325,2942,cyclist,pedestrian,ped_veh,agent_b_first,0.7411,0.1501,0.0831,0.7004,0.3328,0.55,0.21493,0.046987,1325,2942,pedestrian,Chaotic Negotiation
1327,1328,pedestrian,cyclist,ped_veh,agent_b_first,-2.6234,2.4513,2.2617,0.3002,1.2775,0.6,0.00029,6.3e-05,1327,1328,cyclist,Unclear Advantage
1327,1337,pedestrian,cyclist,ped_veh,agent_b_first,-1.0885,2.3513,0.9981,0.0,1.0655,3.1,0.00128,0.00028,1327,1337,cyclist,Unclear Advantage
1327,1345,pedestrian,cyclist,ped_veh,agent_b_first,-0.4981,1.4008,0.4039,0.0,0.6804,0.95,0.13945,0.030485,1327,1345,cyclist,Unclear Advantage
1328,1335,cyclist,cyclist,cyc_veh,agent_b_first,0.2768,1.6509,1.5273,0.0,1.2583,,0.0,0.0,1328,1335,cyclist,Unclear Advantage
1328,1338,cyclist,cyclist,cyc_veh,agent_b_first,0.3231,2.4013,0.6176,0.0,0.8044,,0.0,0.0,1328,1338,cyclist,Unclear Advantage
1328,1339,cyclist,pedestrian,ped_veh,agent_b_first,-10.4798,0.5003,8.5806,0.1001,1.9556,,0.0,0.0,1328,1339,pedestrian,Assertive Non-Yielding
1328,1348,cyclist,car,cyc_veh,unresolved_conflict_zone,-7.6258,0.0,0.2762,0.4002,1.2756,1.0,0.0,0.0,1328,1348,car,Contested Right-of-Way
1328,2937,cyclist,pedestrian,ped_veh,agent_a_first,1.2393,3.4519,0.2567,0.5503,0.7961,0.6,0.00012,2.6e-05,1328,2937,pedestrian,Unclear Advantage
1328,2942,cyclist,pedestrian,ped_veh,agent_b_first,-1.3271,0.1501,0.1167,1.7009,0.5683,1.0,0.00131,0.000286,1328,2942,pedestrian,Chaotic Negotiation
1328,3217,cyclist,pedestrian,ped_veh,unresolved_conflict_zone,-0.7547,0.05,0.0949,0.5503,0.7244,,0.00012,2.5e-05,1328,3217,pedestrian,Unknown
1335,1337,cyclist,cyclist,cyc_veh,agent_a_first,1.8155,1.5008,4.6583,0.0,1.8541,,0.0,0.0,1335,1337,cyclist,Agent A Priority — Stable
1337,1338,cyclist,cyclist,cyc_veh,agent_b_first,-2.6388,3.2518,1.2694,0.0,1.1352,,0.0,0.0,1337,1338,cyclist,Gap-Forced Merge
1337,2937,cyclist,pedestrian,ped_veh,agent_a_first,0.7863,1.4508,2.4231,0.0,1.2504,1.05,0.00022,4.7e-05,1337,2937,pedestrian,Unclear Advantage
1337,2942,cyclist,pedestrian,ped_veh,agent_a_first,2.2532,1.751,1.8368,0.05,1.2808,1.6,0.00677,0.001481,1337,2942,pedestrian,Unclear Advantage
1338,1341,cyclist,lcv,cyc_veh,unresolved_conflict_zone,0.0312,0.0,0.133,0.0,0.1251,,0.06198,0.003954,1338,1341,lcv,Chaotic Negotiation
1338,1345,cyclist,cyclist,cyc_veh,agent_a_first,-2.4874,1.751,0.1459,0.0,1.0871,3.1,0.0,0.0,1338,1345,cyclist,Gap-Forced Merge
1345,1348,cyclist,car,cyc_veh,unresolved_conflict_zone,-14.9331,0.0,0.1221,0.0,1.6142,1.45,0.0,0.0,1345,1348,car,Contested Right-of-Way
1345,2937,cyclist,pedestrian,ped_veh,agent_a_first,1.0685,1.0006,0.2919,0.0,1.0101,0.55,0.06142,0.013428,1345,2937,pedestrian,Unclear Advantage
1345,2942,cyclist,pedestrian,ped_veh,agent_a_first,-0.4174,1.4508,0.1366,0.0,0.3114,0.1,0.60161,0.131521,1345,2942,pedestrian,Unclear Advantage
1348,1352,car,cyclist,cyc_veh,agent_a_first,0.8858,0.1001,0.0413,0.2501,0.5379,,0.0,0.0,1348,1352,cyclist,Chaotic Negotiation
1348,1354,car,pedestrian,ped_veh,agent_a_first,-17.786,0.9505,2.5021,0.0,5.1858,,0.0,0.0,1348,1354,pedestrian,Gap-Driven Crossing
1348,1360,car,lcv,veh_veh,agent_b_first,-1.5081,1.3007,2.5183,0.1001,1.7561,1.55,0.0,0.0,1348,1360,lcv,Unclear Advantage
1348,1363,car,pedestrian,ped_veh,agent_a_first,1.4006,0.0,0.2662,0.0,0.4545,0.1,0.80504,0.078099,1348,1363,pedestrian,Chaotic Negotiation
1348,1370,car,pedestrian,ped_veh,agent_b_first,-4.4488,0.05,1.6263,0.0,2.2824,3.05,0.0,0.0,1348,1370,pedestrian,Chaotic Negotiation
1348,1371,car,pedestrian,ped_veh,agent_b_first,0.3209,0.0,0.3341,0.0,1.8902,,0.0,0.0,1348,1371,pedestrian,Chaotic Negotiation
1348,2937,car,pedestrian,ped_veh,agent_b_first,2.0784,0.0,0.1977,0.0,0.745,0.7,0.0101,0.00098,1348,2937,pedestrian,Chaotic Negotiation
1348,2938,car,pedestrian,ped_veh,unresolved_conflict_zone,0.7034,0.0,0.1269,0.0,0.1171,0.05,0.97411,0.094501,1348,2938,pedestrian,Unknown
1348,2942,car,pedestrian,ped_veh,agent_a_first,1.9715,0.7504,2.741,0.0,1.5806,1.3,0.00041,4e-05,1348,2942,pedestrian,Unclear Advantage
1348,3214,car,pedestrian,ped_veh,agent_a_first,4.5193,0.8004,2.7997,0.0,2.2573,,9e-05,8e-06,1348,3214,pedestrian,Unclear Advantage
1348,3217,car,pedestrian,ped_veh,agent_a_first,-1.3481,1.3507,0.9364,0.0,1.0838,1.35,0.00329,0.00032,1348,3217,pedestrian,Unclear Advantage
1348,3225,car,pedestrian,ped_veh,agent_b_first,-3.2523,0.2001,9.2722,0.0,2.1319,,0.0,0.0,1348,3225,pedestrian,Unclear Advantage
1352,2937,cyclist,pedestrian,ped_veh,agent_a_first,3.0263,0.2501,1.3591,0.1001,0.63,3.1,0.0,0.0,1352,2937,pedestrian,Unclear Advantage
1352,2942,cyclist,pedestrian,ped_veh,agent_a_first,0.2321,0.1501,2.3905,0.05,1.3302,,0.0,0.0,1352,2942,pedestrian,Chaotic Negotiation
1352,3217,cyclist,pedestrian,ped_veh,agent_a_first,2.0502,0.9005,3.4618,0.1501,0.68,,0.0,0.0,1352,3217,pedestrian,Unclear Advantage
1360,1362,lcv,car,veh_veh,agent_a_first,0.6734,0.2001,0.4316,0.0,0.2308,0.05,0.02266,0.00108,1360,1362,car,Unclear Advantage
1360,1366,lcv,pedestrian,ped_veh,agent_b_first,-0.3973,0.3502,0.224,0.0,0.2724,0.05,0.55029,0.036907,1360,1366,pedestrian,Unclear Advantage
1360,1370,lcv,pedestrian,ped_veh,unresolved_conflict_zone,-1.2136,0.0,0.0018,0.0,0.7241,0.3,0.00027,1.8e-05,1360,1370,pedestrian,Unknown
1360,1371,lcv,pedestrian,ped_veh,agent_a_first,0.0178,0.2001,1.1141,0.0,0.5804,0.35,0.00024,1.6e-05,1360,1371,pedestrian,Unclear Advantage
1360,3225,lcv,pedestrian,ped_veh,agent_a_first,-2.1362,0.5003,0.0679,0.0,0.314,0.2,7e-05,5e-06,1360,3225,pedestrian,Unclear Advantage
1362,1366,car,pedestrian,ped_veh,agent_b_first,-3.5655,0.1501,0.2301,0.4502,0.2706,0.1,0.15813,0.015341,1362,1366,pedestrian,Chaotic Negotiation
1362,1370,car,pedestrian,ped_veh,agent_b_first,0.0209,0.4502,0.4319,0.0,0.1001,0.05,0.87142,0.084539,1362,1370,pedestrian,Unclear Advantage
1362,1371,car,pedestrian,ped_veh,agent_b_first,-1.4531,0.05,0.0866,0.0,0.2831,0.1,0.74999,0.072759,1362,1371,pedestrian,Chaotic Negotiation
1362,3225,car,pedestrian,ped_veh,agent_b_first,2.2428,0.05,0.1066,0.0,0.4709,0.05,0.0194,0.001882,1362,3225,pedestrian,Chaotic Negotiation
1366,1375,pedestrian,truck,ped_veh,unresolved_conflict_zone,-0.1488,0.3502,0.0769,0.4002,0.2769,1.3,0.00036,2e-05,1366,1375,truck,Unknown
1395,1398,pedestrian,car,ped_veh,agent_b_first,-0.8485,1.6509,0.6612,0.0,0.251,0.05,0.64429,0.062505,1395,1398,car,Unclear Advantage
1398,2970,car,pedestrian,ped_veh,agent_a_first,0.7204,0.05,0.0221,0.4502,0.3573,0.4,0.04363,0.004233,1398,2970,pedestrian,Chaotic Negotiation
1398,2990,car,pedestrian,ped_veh,unresolved_conflict_zone,0.2283,0.4002,0.0238,0.3002,0.5378,0.5,0.03719,0.003608,1398,2990,pedestrian,Unknown
1400,1407,pedestrian,cyclist,ped_veh,agent_a_first,1.9344,0.0,0.3061,0.0,0.2471,,0.21276,0.046513,1400,1407,cyclist,Chaotic Negotiation
1401,2968,motorcycle,pedestrian,ped_veh,agent_a_first,-0.2137,0.5003,0.546,0.1501,3.864,,0.0,0.0,1401,2968,pedestrian,Unclear Advantage
1407,1417,cyclist,pedestrian,ped_veh,agent_a_first,-1.0528,0.2001,11.9654,0.2001,0.2466,0.25,0.02513,0.005494,1407,1417,pedestrian,Unclear Advantage
1429,1466,pedestrian,truck,ped_veh,agent_b_first,12.5757,0.3502,2.594,0.0,2.8899,0.7,3e-05,1e-06,1429,1466,truck,Insufficient Yield
1434,1542,pedestrian,motorcycle,ped_veh,unresolved_conflict_zone,-1.3561,1.1006,0.2239,0.0,3.5074,1.15,0.0,0.0,1434,1542,motorcycle,Unknown
1434,1555,pedestrian,cyclist,ped_veh,agent_a_first,-0.2925,0.9505,1.2631,0.0,1.8259,,0.0,0.0,1434,1555,cyclist,Unclear Advantage
1434,1557,pedestrian,cyclist,ped_veh,agent_a_first,1.5412,0.1501,0.1578,0.5003,0.9594,1.4,7e-05,1.6e-05,1434,1557,cyclist,Chaotic Negotiation
1434,1565,pedestrian,cyclist,ped_veh,agent_b_first,-0.5509,5.0028,6.5061,1.5008,0.1858,,0.00603,0.001317,1434,1565,cyclist,Unclear Advantage
1437,1475,pedestrian,car,ped_veh,agent_a_first,-3.7699,0.0,3.4876,0.3002,1.6365,,0.0,0.0,1437,1475,car,Chaotic Negotiation
1438,1466,pedestrian,truck,ped_veh,agent_b_first,1.0993,0.7004,0.0875,0.05,0.7695,,0.00457,0.000255,1438,1466,truck,Unclear Advantage
1458,1466,pedestrian,truck,ped_veh,agent_b_first,-4.2978,2.1512,6.2197,0.0,5.3531,3.35,0.00028,1.6e-05,1458,1466,truck,Unclear Advantage
1464,3247,cyclist,pedestrian,ped_veh,agent_a_first,0.0382,0.3002,0.5644,0.0,0.2747,0.05,0.71247,0.155757,1464,3247,pedestrian,Unclear Advantage
1475,3020,car,pedestrian,ped_veh,agent_a_first,11.6013,2.8516,2.8845,0.0,2.4546,0.55,0.00045,4.4e-05,1475,3020,pedestrian,Proactive Yielding
1475,3024,car,pedestrian,ped_veh,agent_a_first,-2.4733,0.0,0.5766,0.0,1.8142,1.55,0.0,0.0,1475,3024,pedestrian,Chaotic Negotiation
1515,1560,truck,pedestrian,ped_veh,agent_a_first,-0.9742,0.7004,1.8633,0.05,3.7218,5.6,0.54539,0.030452,1515,1560,pedestrian,Unclear Advantage
1537,1555,pedestrian,cyclist,ped_veh,agent_a_first,-0.8091,0.1501,1.6029,0.0,1.9133,,0.0,0.0,1537,1555,cyclist,Chaotic Negotiation
1542,1555,motorcycle,cyclist,cyc_veh,unresolved_conflict_zone,-1.4626,0.0,0.3125,0.3502,0.2624,0.3,0.01733,0.002899,1542,1555,cyclist,Chaotic Negotiation
1542,1557,motorcycle,cyclist,cyc_veh,unresolved_conflict_zone,-1.6295,0.0,0.1827,0.0,0.1741,0.05,0.50023,0.083688,1542,1557,cyclist,Contested Right-of-Way
1542,1565,motorcycle,cyclist,cyc_veh,agent_a_first,1.1804,1.1006,3.3818,0.0,2.4333,1.0,0.0,0.0,1542,1565,cyclist,Unclear Advantage
1557,1565,cyclist,cyclist,cyc_veh,agent_a_first,1.232,2.7015,0.8647,0.1001,1.3057,1.15,0.0,0.0,1557,1565,cyclist,Unclear Advantage
1612,1714,pedestrian,motorcycle,ped_veh,agent_b_first,-7.1855,0.1001,2.3806,0.0,1.5246,,0.0,0.0,1612,1714,motorcycle,Contested Non-Yielding
1612,3072,pedestrian,lcv,ped_veh,unresolved_conflict_zone,0.1657,0.1001,0.0278,0.0,0.603,0.5,0.00119,8e-05,1612,3072,lcv,Unknown
1669,1818,lcv,pedestrian,ped_veh,agent_b_first,-1.7009,0.0,0.2082,0.0,0.4284,0.15,0.0154,0.001033,1669,1818,pedestrian,Chaotic Negotiation
1757,1949,pedestrian,cyclist,ped_veh,agent_a_first,0.4361,0.2501,0.1027,0.1501,0.3551,0.65,0.00021,4.5e-05,1757,1949,cyclist,Unclear Advantage
1757,3086,pedestrian,cyclist,ped_veh,agent_a_first,5.0282,0.1501,0.6029,0.2501,0.8794,,0.0,0.0,1757,3086,cyclist,Chaotic Negotiation
1822,1949,pedestrian,cyclist,ped_veh,agent_b_first,-3.1218,0.3002,3.7887,0.0,1.2307,2.0,0.0,0.0,1822,1949,cyclist,Unclear Advantage
1859,3075,car,pedestrian,ped_veh,agent_a_first,-2.6651,0.1501,1.2169,0.0,1.3935,0.95,0.0,0.0,1859,3075,pedestrian,Chaotic Negotiation
1911,1949,pedestrian,cyclist,ped_veh,agent_b_first,0.2413,1.1006,1.7601,0.0,1.3424,1.2,0.0,0.0,1911,1949,cyclist,Unclear Advantage
1911,1976,pedestrian,cyclist,ped_veh,agent_b_first,-1.9409,0.8505,1.072,0.1001,1.0846,,0.18231,0.039855,1911,1976,cyclist,Unclear Advantage
1911,1978,pedestrian,lcv,ped_veh,agent_b_first,1.5379,1.3007,0.0415,0.0,0.1717,0.05,0.79109,0.053057,1911,1978,lcv,Unclear Advantage
1911,3086,pedestrian,cyclist,ped_veh,agent_b_first,1.7733,0.0,2.9447,0.2001,1.3084,2.4,0.0,0.0,1911,3086,cyclist,Chaotic Negotiation
1911,3346,pedestrian,truck,ped_veh,agent_b_first,-2.1159,1.4008,3.9916,0.0,2.9106,0.9,0.01507,0.000841,1911,3346,truck,Unclear Advantage
1930,1949,pedestrian,cyclist,ped_veh,agent_b_first,3.5591,1.4508,2.6921,0.0,1.489,1.25,0.0,0.0,1930,1949,cyclist,Unclear Advantage
1930,3086,pedestrian,cyclist,ped_veh,agent_b_first,-6.7493,1.5008,2.6563,0.1501,1.831,2.75,0.0,0.0,1930,3086,cyclist,Unclear Advantage
1930,3346,pedestrian,truck,ped_veh,agent_b_first,-10.5977,0.8004,8.1377,0.0,4.6093,1.0,0.00244,0.000136,1930,3346,truck,Assertive Non-Yielding
1932,1976,pedestrian,cyclist,ped_veh,agent_b_first,-3.1973,1.0006,3.7903,0.05,0.7338,,0.12999,0.028418,1932,1976,cyclist,Unclear Advantage
1942,1976,pedestrian,cyclist,ped_veh,agent_b_first,7.2975,0.9505,1.8828,0.0,0.7437,1.6,0.00037,8.2e-05,1942,1976,cyclist,Insufficient Yield
1942,2020,pedestrian,lcv,ped_veh,agent_a_first,37.6721,0.2501,6.9902,0.0,3.6235,1.85,0.00604,0.000405,1942,2020,lcv,Proactive Yielding
1949,1953,cyclist,pedestrian,ped_veh,agent_a_first,1.1173,0.05,0.2535,0.2501,0.267,,0.20262,0.044296,1949,1953,pedestrian,Chaotic Negotiation
1949,3333,cyclist,pedestrian,ped_veh,agent_a_first,4.5125,0.0,1.3693,0.0,1.6753,3.3,0.0,0.0,1949,3333,pedestrian,Chaotic Negotiation
1963,2049,pedestrian,cyclist,ped_veh,agent_b_first,1.933,0.2501,0.0826,0.1001,0.642,,0.0,0.0,1963,2049,cyclist,Unclear Advantage
1976,1979,cyclist,motorcycle,cyc_veh,unresolved_conflict_zone,-4.5857,0.0,0.0804,0.1501,0.2194,0.2,0.08376,0.014012,1976,1979,motorcycle,Contested Right-of-Way
1976,2016,cyclist,lcv,cyc_veh,agent_a_first,7.3722,0.1001,1.8897,0.0,1.9,,0.0,0.0,1976,2016,lcv,Agent A Priority — Marginal
1976,3362,cyclist,pedestrian,ped_veh,agent_a_first,0.656,0.8004,1.8366,0.0,2.198,1.7,0.0,0.0,1976,3362,pedestrian,Unclear Advantage
1979,2049,motorcycle,cyclist,cyc_veh,unresolved_conflict_zone,4.6863,0.4502,0.129,0.0,0.6702,,0.00346,0.000579,1979,2049,cyclist,Agent B Priority — Stable
1979,3362,motorcycle,pedestrian,ped_veh,agent_a_first,21.6971,0.0,1.9499,0.0,2.2111,,0.0,0.0,1979,3362,pedestrian,Marginal Yield
2022,2053,lcv,lcv,veh_veh,agent_b_first,-67.111,0.2001,12.1198,0.0,6.7322,0.5,2e-05,1e-06,2022,2053,lcv,Gap-Forced Merge
2022,2146,lcv,cyclist,cyc_veh,agent_b_first,5.0467,0.05,0.5935,0.0,0.4058,0.05,0.48657,0.031039,2022,2146,cyclist,Agent B Priority — Marginal
2027,2146,lcv,cyclist,cyc_veh,agent_b_first,0.2643,0.4002,1.0457,0.0,1.0101,1.85,0.00111,7.1e-05,2027,2146,cyclist,Unclear Advantage
2027,2207,lcv,pedestrian,ped_veh,agent_b_first,-1.0043,0.0,0.3161,0.0,0.3094,,0.0,0.0,2027,2207,pedestrian,Chaotic Negotiation
