agent_a_id,agent_b_id,agent_a_class,agent_b_class,pair_type,outcome,NM,SDD,PEB_final,PET,TTC_min,TTC_poly_min,Max_CCI,Max_density_raw,ped_id,veh_id,veh_class
972,1003,pedestrian,lcv,ped_veh,agent_b_first,-2.554,4.3024,5.3253,2.1012,0.0342,0.45,0.31823,0.021343,972,1003,lcv
972,1014,pedestrian,cyclist,ped_veh,agent_b_first,-5.7506,2.6515,3.3729,0.0,1.328,1.8,0.0,0.0,972,1014,cyclist
972,1015,pedestrian,motorcycle,ped_veh,agent_b_first,3.134,1.5008,0.0929,0.0,1.1605,,0.0,0.0,972,1015,motorcycle
972,1016,pedestrian,cyclist,ped_veh,agent_b_first,-5.5987,3.4019,4.4119,0.0,1.2869,2.2,2e-05,5e-06,972,1016,cyclist
972,1021,pedestrian,motorcycle,ped_veh,agent_b_first,-168.2071,0.6003,31.2404,0.0,12.8735,,0.0,0.0,972,1021,motorcycle
972,1036,pedestrian,cyclist,ped_veh,agent_b_first,-0.3291,3.9021,2.8431,2.0011,0.5423,0.35,0.14149,0.030932,972,1036,cyclist
972,1038,pedestrian,lcv,ped_veh,agent_b_first,-0.5005,3.2518,6.3371,1.4508,0.5521,0.35,0.42956,0.02881,972,1038,lcv
972,1062,pedestrian,car,ped_veh,agent_b_first,0.1506,3.3018,1.3478,1.1006,0.32,0.3,0.11407,0.011067,972,1062,car
980,981,lcv,lcv,veh_veh,agent_a_first,1.7208,0.5503,1.0521,0.0,0.7045,,0.13131,0.00516,980,981,lcv
981,985,lcv,pedestrian,ped_veh,agent_b_first,-22.3519,0.0,1.1039,1.0506,1.8363,,0.0,0.0,981,985,pedestrian
985,992,pedestrian,lcv,ped_veh,agent_a_first,-1.756,0.8505,3.7479,0.3002,1.023,2.95,0.00154,0.000103,985,992,lcv
985,1001,pedestrian,lcv,ped_veh,unresolved_conflict_zone,-1.9191,0.0,0.0662,0.0,2.0316,1.9,0.0,0.0,985,1001,lcv
987,1548,pedestrian,car,ped_veh,agent_b_first,-10.3473,0.1001,3.7125,0.0,0.5575,0.55,0.20485,0.019873,987,1548,car
992,1001,lcv,lcv,veh_veh,unresolved_conflict_zone,-0.917,2.1012,0.0691,0.0,1.03,0.65,0.01514,0.000595,992,1001,lcv
994,1022,pedestrian,car,ped_veh,agent_b_first,-4.3972,0.4002,4.6695,0.0,1.2667,0.85,0.0046,0.000447,994,1022,car
1001,1003,lcv,lcv,veh_veh,unresolved_conflict_zone,0.0825,2.5514,0.0585,0.0,0.6896,0.05,0.23174,0.009107,1001,1003,lcv
1001,1015,lcv,motorcycle,veh_veh,agent_a_first,6.454,0.1001,1.1028,0.0,0.5423,0.9,0.0018,0.000113,1001,1015,motorcycle
1001,1561,lcv,pedestrian,ped_veh,unresolved_conflict_zone,-0.4514,0.1001,0.0462,0.0,1.2209,0.9,0.04104,0.002753,1001,1561,pedestrian
1003,1008,lcv,cyclist,cyc_veh,agent_b_first,-1.008,0.6504,1.9829,0.0,0.881,,0.01324,0.000844,1003,1008,cyclist
1003,1010,lcv,pedestrian,ped_veh,agent_b_first,-2.7017,1.0506,0.9805,0.0,0.8547,,0.00081,5.4e-05,1003,1010,pedestrian
1003,1014,lcv,cyclist,cyc_veh,agent_b_first,-0.9009,0.0,0.3726,0.6504,0.5874,0.9,1e-05,0.0,1003,1014,cyclist
1003,1016,lcv,cyclist,cyc_veh,agent_b_first,-0.9922,0.1001,0.4202,0.8505,0.7922,1.0,0.0,0.0,1003,1016,cyclist
1003,1017,lcv,pedestrian,ped_veh,agent_b_first,-1.8507,0.0,4.8114,0.0,1.6662,0.9,4e-05,3e-06,1003,1017,pedestrian
1003,1018,lcv,pedestrian,ped_veh,agent_a_first,-0.1853,1.5008,0.4691,0.5503,0.5407,0.5,0.22557,0.015129,1003,1018,pedestrian
1003,1019,lcv,pedestrian,ped_veh,agent_a_first,0.1952,0.2001,0.5287,0.0,0.8003,0.55,0.17473,0.011719,1003,1019,pedestrian
1003,1021,lcv,motorcycle,veh_veh,unresolved_conflict_zone,-1.089,0.05,0.123,0.1501,0.5063,,0.0364,0.002285,1003,1021,motorcycle
1003,1023,lcv,pedestrian,ped_veh,agent_a_first,4.9401,0.8004,5.9451,0.0,4.3264,0.9,0.00356,0.000239,1003,1023,pedestrian
1003,1561,lcv,pedestrian,ped_veh,agent_a_first,0.0977,1.1006,1.1558,0.05,1.4212,1.15,0.19964,0.013389,1003,1561,pedestrian
1005,2057,pedestrian,car,ped_veh,agent_b_first,-9.8557,0.1001,2.4971,0.3002,0.9596,0.45,0.01656,0.001606,1005,2057,car
1014,1016,cyclist,cyclist,cyc_veh,unresolved_conflict_zone,-0.7829,0.05,0.3109,0.0,0.3807,0.15,0.37392,0.066124,1014,1016,cyclist
1014,1018,cyclist,pedestrian,ped_veh,agent_a_first,1.4369,0.9005,0.3729,0.7504,0.3197,0.45,0.00381,0.000833,1014,1018,pedestrian
1014,1019,cyclist,pedestrian,ped_veh,agent_b_first,5.3765,0.1001,0.1016,0.0,1.0096,,0.0,0.0,1014,1019,pedestrian
1014,1021,cyclist,motorcycle,cyc_veh,agent_a_first,0.5553,0.0,0.0701,0.2501,0.8294,,0.0,0.0,1014,1021,motorcycle
1014,1561,cyclist,pedestrian,ped_veh,agent_a_first,7.7842,0.1001,1.4452,0.0,0.9182,0.45,1e-05,3e-06,1014,1561,pedestrian
1015,1018,motorcycle,pedestrian,ped_veh,agent_a_first,-3.2072,0.6003,0.1373,0.0,0.7428,,0.0,0.0,1015,1018,pedestrian
1015,1561,motorcycle,pedestrian,ped_veh,agent_a_first,-1.8013,1.0506,1.2363,0.0,1.4952,1.45,9e-05,1.8e-05,1015,1561,pedestrian
1016,1018,cyclist,pedestrian,ped_veh,agent_a_first,-1.0756,1.3507,0.0414,1.0006,0.7447,,0.0,0.0,1016,1018,pedestrian
1016,1019,cyclist,pedestrian,ped_veh,agent_b_first,5.5726,0.1501,0.0387,0.0,1.0387,,0.0,0.0,1016,1019,pedestrian
1016,1021,cyclist,motorcycle,cyc_veh,agent_b_first,0.8663,0.6003,0.227,0.0,0.9954,,0.0,0.0,1016,1021,motorcycle
1016,1561,cyclist,pedestrian,ped_veh,agent_a_first,3.7804,1.2507,2.6381,0.0,1.2667,,0.0,0.0,1016,1561,pedestrian
1017,1021,pedestrian,motorcycle,ped_veh,agent_b_first,-4.9034,0.6003,2.5171,0.0,0.9452,0.65,0.0,0.0,1017,1021,motorcycle
1017,2057,pedestrian,car,ped_veh,agent_b_first,0.5273,0.0,0.5498,0.0,0.2007,0.3,0.80037,0.077647,1017,2057,car
1018,1022,pedestrian,car,ped_veh,agent_a_first,-0.093,0.2001,1.0824,1.1506,1.2324,1.2,0.0,0.0,1018,1022,car
1018,1036,pedestrian,cyclist,ped_veh,agent_b_first,-0.1455,0.0,0.7771,0.0,1.2458,0.75,0.0,0.0,1018,1036,cyclist
1021,1561,motorcycle,pedestrian,ped_veh,agent_a_first,0.4374,0.2501,0.8093,0.05,0.6196,,0.19954,0.040171,1021,1561,pedestrian
1022,1026,car,pedestrian,ped_veh,unresolved_conflict_zone,-1.2027,0.5503,0.0296,0.3002,1.9514,0.65,0.0,0.0,1022,1026,pedestrian
1022,1035,car,pedestrian,ped_veh,agent_a_first,-2.4737,1.6509,1.3343,0.4502,1.591,,0.0,0.0,1022,1035,pedestrian
1023,2057,pedestrian,car,ped_veh,agent_b_first,17.2412,0.1501,0.8479,0.0,1.1663,0.25,0.11017,0.010688,1023,2057,car
1036,1038,cyclist,lcv,cyc_veh,unresolved_conflict_zone,-0.3436,1.3507,0.1799,0.0,0.2433,0.05,0.89164,0.056878,1036,1038,lcv
1036,1040,cyclist,cyclist,cyc_veh,agent_b_first,1.1159,0.6504,1.102,0.0,0.8791,,0.0,0.0,1036,1040,cyclist
1036,1042,cyclist,pedestrian,ped_veh,agent_b_first,-2.0114,0.6003,1.2985,0.0,1.0545,,0.0,0.0,1036,1042,pedestrian
1036,1044,cyclist,pedestrian,ped_veh,agent_a_first,0.0965,1.2007,2.0344,0.3502,2.3444,2.0,0.0,0.0,1036,1044,pedestrian
1038,1040,lcv,cyclist,cyc_veh,agent_b_first,-2.2413,0.6504,1.6497,0.05,0.8315,,0.00106,6.7e-05,1038,1040,cyclist
1038,1042,lcv,pedestrian,ped_veh,agent_b_first,-3.8719,0.4002,1.4446,0.0,0.844,,0.00016,1.1e-05,1038,1042,pedestrian
1044,1062,pedestrian,car,ped_veh,agent_a_first,0.843,0.0,1.1162,4.0522,1.2,1.2,0.0,0.0,1044,1062,car
1044,1081,pedestrian,motorcycle,ped_veh,agent_b_first,-0.0807,1.4008,2.5365,0.9505,0.3467,1.95,0.0,0.0,1044,1081,motorcycle
1044,1101,pedestrian,lcv,ped_veh,unresolved_conflict_zone,-1.4893,0.0,0.3434,0.7004,1.5672,1.35,0.0,0.0,1044,1101,lcv
1060,1062,car,car,veh_veh,agent_b_first,5.7629,1.0006,1.2871,0.0,1.0901,,0.00032,1.9e-05,1060,1062,car
1061,1062,pedestrian,car,ped_veh,agent_b_first,0.9709,1.1506,1.8469,3.0517,1.3363,1.05,0.0,0.0,1061,1062,car
1061,1081,pedestrian,motorcycle,ped_veh,agent_b_first,0.3915,1.6509,22.6784,0.6003,1.2306,1.1,0.00015,3e-05,1061,1081,motorcycle
1061,1101,pedestrian,lcv,ped_veh,agent_a_first,6.201,0.4502,0.2981,0.0,2.2371,1.9,4e-05,3e-06,1061,1101,lcv
1061,1122,pedestrian,car,ped_veh,agent_a_first,5.3583,0.1001,17.9591,0.0,3.2745,,0.0,0.0,1061,1122,car
1061,1124,pedestrian,lcv,ped_veh,agent_b_first,-0.729,0.05,0.0128,0.0,1.0647,0.8,0.0,0.0,1061,1124,lcv
1061,1127,pedestrian,cyclist,ped_veh,unresolved_conflict_zone,3.5694,0.0,0.0936,0.0,0.3706,0.55,0.0,0.0,1061,1127,cyclist
1062,1064,car,pedestrian,ped_veh,agent_b_first,-3.582,0.0,0.6499,0.0,0.9553,0.5,6e-05,6e-06,1062,1064,pedestrian
1062,1070,car,pedestrian,ped_veh,agent_b_first,2.8677,0.0,0.2086,0.0,1.3243,0.6,0.0,0.0,1062,1070,pedestrian
1062,1091,car,pedestrian,ped_veh,agent_a_first,3.1516,0.8004,3.5938,0.0,0.7831,,0.02428,0.002355,1062,1091,pedestrian
1062,1092,car,pedestrian,ped_veh,agent_b_first,2.9469,0.05,2.1099,0.0,0.6467,,0.08715,0.008454,1062,1092,pedestrian
1074,1078,lcv,truck,veh_veh,agent_a_first,1.9208,0.0,0.7465,0.0,0.6487,0.05,0.45257,0.015918,1074,1078,truck
1074,1081,lcv,motorcycle,veh_veh,agent_b_first,0.5889,0.0,1.7177,0.0,0.3758,0.05,0.6283,0.039446,1074,1081,motorcycle
1074,1088,lcv,pedestrian,ped_veh,agent_a_first,2.9784,1.801,2.6663,0.3502,1.658,,0.35636,0.0239,1074,1088,pedestrian
1081,1083,motorcycle,pedestrian,ped_veh,agent_a_first,-1.7386,0.0,0.8407,0.0,1.6618,2.45,0.0,0.0,1081,1083,pedestrian
1081,1084,motorcycle,pedestrian,ped_veh,agent_a_first,1.6037,0.9005,1.6942,1.0506,0.8864,1.55,9e-05,1.8e-05,1081,1084,pedestrian
1081,1087,motorcycle,pedestrian,ped_veh,agent_b_first,-5.7665,0.1501,1.4466,0.0,1.2039,,0.0,0.0,1081,1087,pedestrian
1081,1088,motorcycle,pedestrian,ped_veh,agent_b_first,-1.2957,0.3002,0.8957,0.4502,1.666,,0.0,0.0,1081,1088,pedestrian
1081,1100,motorcycle,car,veh_veh,agent_a_first,0.4612,0.6504,0.8478,0.0,0.722,0.35,0.00354,0.00031,1081,1100,car
1081,1102,motorcycle,pedestrian,ped_veh,agent_b_first,-1.608,0.05,0.9989,0.0,0.8012,,0.0,0.0,1081,1102,pedestrian
1084,1101,pedestrian,lcv,ped_veh,unresolved_conflict_zone,-0.8581,0.05,0.1874,0.4002,0.554,1.45,1e-05,1e-06,1084,1101,lcv
1084,1122,pedestrian,car,ped_veh,unresolved_conflict_zone,3.7041,0.0,0.2645,0.0,0.3953,,0.0,0.0,1084,1122,car
1084,1124,pedestrian,lcv,ped_veh,unresolved_conflict_zone,-2.3306,0.2501,0.045,0.0,0.0371,0.6,0.33032,0.022154,1084,1124,lcv
1084,1127,pedestrian,cyclist,ped_veh,agent_b_first,0.0242,0.7504,0.2541,0.2001,0.3277,0.3,0.31893,0.069723,1084,1127,cyclist
1088,1101,pedestrian,lcv,ped_veh,unresolved_conflict_zone,0.7449,0.1001,0.1636,0.3002,0.159,1.0,0.00463,0.00031,1088,1101,lcv
1100,1122,car,car,veh_veh,agent_a_first,35.629,0.0,3.1989,0.0,3.0223,0.7,0.00331,0.0002,1100,1122,car
1101,1102,lcv,pedestrian,ped_veh,agent_a_first,0.6428,1.4508,6.3313,1.3507,0.9338,0.25,0.40651,0.027264,1101,1102,pedestrian
1101,1107,lcv,cyclist,cyc_veh,agent_b_first,-0.7007,2.0511,2.5124,0.0,1.4367,,0.0,0.0,1101,1107,cyclist
1101,1113,lcv,pedestrian,ped_veh,agent_b_first,28.4019,0.1501,12.6012,0.0,4.103,1.3,0.0,0.0,1101,1113,pedestrian
1101,1121,lcv,pedestrian,ped_veh,agent_b_first,1.769,0.0,0.2005,0.0,0.7517,1.1,0.0,0.0,1101,1121,pedestrian
1102,1107,pedestrian,cyclist,ped_veh,agent_b_first,-5.1651,2.2012,8.918,1.2507,1.4045,2.35,0.0,0.0,1102,1107,cyclist
1102,1114,pedestrian,cyclist,ped_veh,agent_b_first,4.3436,0.0,0.122,2.8015,1.2231,0.55,0.00938,0.002052,1102,1114,cyclist
1102,1116,pedestrian,cyclist,ped_veh,agent_a_first,2.5136,0.3502,6.1102,2.5514,0.5696,0.6,0.0001,2.1e-05,1102,1116,cyclist
1102,1124,pedestrian,lcv,ped_veh,agent_a_first,-0.9795,0.4502,0.7025,0.2001,1.87,0.65,0.0,0.0,1102,1124,lcv
1102,1127,pedestrian,cyclist,ped_veh,agent_a_first,-3.3528,0.1501,0.2979,0.0,1.1388,2.55,0.0,0.0,1102,1127,cyclist
1102,1145,pedestrian,car,ped_veh,agent_b_first,-0.6143,0.05,1.1144,0.5503,0.3897,0.4,0.0,0.0,1102,1145,car
1102,1150,pedestrian,motorcycle,ped_veh,agent_a_first,-6.3419,1.0006,4.8337,0.0,1.6311,,0.0,0.0,1102,1150,motorcycle
1102,1598,pedestrian,truck,ped_veh,unresolved_conflict_zone,-0.1484,0.0,0.2564,0.5503,0.3293,0.25,0.00246,0.000137,1102,1598,truck
1102,1937,pedestrian,cyclist,ped_veh,agent_b_first,-2.9534,1.851,14.554,0.4502,2.1035,,0.0,0.0,1102,1937,cyclist
1107,1114,cyclist,cyclist,cyc_veh,unresolved_conflict_zone,-1.1474,0.3002,0.4841,0.0,0.2067,2.95,0.0019,0.000336,1107,1114,cyclist
1107,1116,cyclist,cyclist,cyc_veh,unresolved_conflict_zone,-0.8208,0.05,0.1044,0.0,0.3594,2.2,0.16433,0.02906,1107,1116,cyclist
1112,1937,lcv,cyclist,cyc_veh,agent_b_first,4.7627,1.4008,0.5635,0.2501,0.7948,,0.42362,0.027023,1112,1937,cyclist
1113,1124,pedestrian,lcv,ped_veh,agent_b_first,2.1871,0.7504,0.0372,0.0,0.5078,,8e-05,5e-06,1113,1124,lcv
1113,1127,pedestrian,cyclist,ped_veh,agent_a_first,1.3369,0.05,0.1064,0.0,0.2259,0.15,1e-05,2e-06,1113,1127,cyclist
1114,1124,cyclist,lcv,cyc_veh,agent_b_first,8.5847,1.3007,0.1996,0.4002,0.545,1.0,0.05,0.00319,1114,1124,lcv
1114,1137,cyclist,pedestrian,ped_veh,agent_a_first,1.5163,2.1012,1.5504,1.901,1.2183,0.7,0.0,0.0,1114,1137,pedestrian
1114,1139,cyclist,pedestrian,ped_veh,agent_a_first,-2.0218,1.5509,3.8023,1.5509,1.5958,0.95,0.0,0.0,1114,1139,pedestrian
1114,1150,cyclist,motorcycle,cyc_veh,agent_a_first,3.2065,0.1001,0.7973,0.0,0.3222,,0.0,1e-06,1114,1150,motorcycle
1114,1155,cyclist,pedestrian,ped_veh,agent_a_first,-0.2491,1.3007,6.1463,0.05,2.4236,0.9,0.0,0.0,1114,1155,pedestrian
1114,1569,cyclist,pedestrian,ped_veh,agent_a_first,0.2805,0.6504,3.7693,2.7515,1.5779,1.0,0.0,0.0,1114,1569,pedestrian
1114,1583,cyclist,pedestrian,ped_veh,agent_a_first,-0.064,6.0533,2.1493,2.3013,1.9824,0.75,0.0,0.0,1114,1583,pedestrian
1114,1589,cyclist,car,cyc_veh,agent_a_first,-0.7933,1.0006,8.731,1.5509,0.8786,0.45,0.01073,0.000963,1114,1589,car
1114,1598,cyclist,truck,cyc_veh,agent_a_first,-0.4637,2.6014,0.7,0.0,0.8275,1.6,0.01187,0.000636,1114,1598,truck
1114,1606,cyclist,pedestrian,ped_veh,agent_a_first,1.0632,1.5509,9.653,1.9511,1.3018,0.9,0.0,0.0,1114,1606,pedestrian
1114,1937,cyclist,cyclist,cyc_veh,agent_a_first,0.2384,1.4008,0.262,0.0,0.3289,,0.00033,5.8e-05,1114,1937,cyclist
1114,1942,cyclist,pedestrian,ped_veh,agent_a_first,-0.8877,0.1001,1.4758,3.2518,0.853,0.25,0.15924,0.034812,1114,1942,pedestrian
1116,1124,cyclist,lcv,cyc_veh,agent_b_first,-0.5637,3.5019,0.7683,0.2501,1.1358,1.8,0.00645,0.000411,1116,1124,lcv
1116,1137,cyclist,pedestrian,ped_veh,agent_a_first,3.7576,0.5003,3.4005,1.0006,1.3021,1.85,0.0,0.0,1116,1137,pedestrian
1116,1139,cyclist,pedestrian,ped_veh,agent_a_first,-2.3201,1.3507,1.0139,0.8505,1.5292,1.8,0.0,0.0,1116,1139,pedestrian
1116,1150,cyclist,motorcycle,cyc_veh,unresolved_conflict_zone,2.4626,1.0006,0.886,0.1001,0.4767,7.75,0.0,0.0,1116,1150,motorcycle
1116,1569,cyclist,pedestrian,ped_veh,agent_a_first,5.0456,1.2507,3.4216,0.7504,1.5637,2.2,0.0,0.0,1116,1569,pedestrian
1116,1583,cyclist,pedestrian,ped_veh,agent_a_first,0.6518,0.5503,3.5973,1.1006,0.7141,1.65,0.0,0.0,1116,1583,pedestrian
1116,1598,cyclist,truck,cyc_veh,unresolved_conflict_zone,-1.6782,0.0,1.0523,0.0,0.8879,,0.04946,0.00265,1116,1598,truck
1116,1606,cyclist,pedestrian,ped_veh,agent_a_first,-1.9743,0.7004,2.3411,0.7504,1.3975,1.5,0.0,0.0,1116,1606,pedestrian
1116,1937,cyclist,cyclist,cyc_veh,agent_a_first,0.9938,1.1006,0.4171,0.0,0.3981,1.8,0.11423,0.020201,1116,1937,cyclist
1116,1942,cyclist,pedestrian,ped_veh,agent_b_first,-1.1177,0.0,0.5134,0.0,0.9997,0.5,0.12517,0.027365,1116,1942,pedestrian
1121,1124,pedestrian,lcv,ped_veh,agent_a_first,10.058,1.1006,1.3509,0.2501,0.2198,0.85,0.00033,2.2e-05,1121,1124,lcv
1124,1583,lcv,pedestrian,ped_veh,agent_a_first,0.817,0.05,1.3981,0.3502,0.4005,0.3,0.06911,0.004635,1124,1583,pedestrian
1124,1606,lcv,pedestrian,ped_veh,agent_a_first,1.0873,1.3507,0.7587,0.0,0.7244,0.5,0.20126,0.013498,1124,1606,pedestrian
1124,1942,lcv,pedestrian,ped_veh,agent_a_first,6.1794,0.1001,10.4584,0.0,0.6288,0.4,0.32617,0.021876,1124,1942,pedestrian
1137,1150,pedestrian,motorcycle,ped_veh,agent_b_first,-5.3597,0.6003,2.7085,0.0,1.2624,,0.0,0.0,1137,1150,motorcycle
1139,1150,pedestrian,motorcycle,ped_veh,agent_b_first,-11.6499,0.8004,4.161,0.0,1.106,,0.0,0.0,1139,1150,motorcycle
1145,1156,car,car,veh_veh,unresolved_conflict_zone,0.8441,0.4002,0.6631,0.2001,0.3351,1.35,0.09202,0.005579,1145,1156,car
1150,1569,motorcycle,pedestrian,ped_veh,agent_a_first,-1.1159,0.8004,5.147,0.0,2.2726,,0.0,0.0,1150,1569,pedestrian
1150,1583,motorcycle,pedestrian,ped_veh,agent_a_first,0.2438,0.5503,1.5361,0.0,1.8977,,0.0,0.0,1150,1583,pedestrian
1150,1589,motorcycle,car,veh_veh,agent_b_first,-18.375,0.0,0.7208,0.0,1.7996,0.45,0.00868,0.000761,1150,1589,car
1150,1606,motorcycle,pedestrian,ped_veh,agent_b_first,-9.4565,0.0,0.4503,0.0,2.4588,,0.0,0.0,1150,1606,pedestrian
1150,1942,motorcycle,pedestrian,ped_veh,agent_a_first,3.5858,0.6504,6.5889,0.0,1.3314,,2e-05,4e-06,1150,1942,pedestrian
1167,1945,pedestrian,truck,ped_veh,agent_a_first,-0.8792,0.7504,4.4889,0.0,1.311,,0.01952,0.00109,1167,1945,truck
1168,1606,truck,pedestrian,ped_veh,agent_a_first,18.2359,0.9505,12.9148,0.0,2.9393,1.25,0.0,0.0,1168,1606,pedestrian
1171,1945,truck,truck,veh_veh,unresolved_conflict_zone,-1.5042,0.1001,0.1494,0.05,0.7599,0.75,0.00339,0.000108,1171,1945,truck
1174,1945,pedestrian,truck,ped_veh,agent_b_first,5.9736,0.8004,0.7448,1.6009,1.5745,1.2,0.0,0.0,1174,1945,truck
1187,1196,truck,pedestrian,ped_veh,agent_a_first,-5.5213,0.5503,0.6146,0.3002,1.4902,0.25,0.29508,0.016476,1187,1196,pedestrian
1196,1200,pedestrian,truck,ped_veh,unresolved_conflict_zone,-2.6023,0.05,0.0675,0.3502,0.2942,2.0,0.00023,1.3e-05,1196,1200,truck
1200,1206,truck,cyclist,cyc_veh,agent_a_first,0.8678,0.7004,2.3549,0.0,1.2192,0.95,0.0,0.0,1200,1206,cyclist
1200,1207,truck,pedestrian,ped_veh,agent_a_first,-0.8118,0.9505,1.6216,0.6504,1.1711,,0.15074,0.008417,1200,1207,pedestrian
1200,1211,truck,cyclist,cyc_veh,agent_a_first,0.5722,0.9505,0.5634,0.0,1.0618,1.0,0.0,0.0,1200,1211,cyclist
1206,1207,cyclist,pedestrian,ped_veh,agent_a_first,-0.5539,0.7504,0.9272,2.5014,0.9503,,0.0,0.0,1206,1207,pedestrian
1206,1209,cyclist,pedestrian,ped_veh,agent_a_first,4.459,0.3002,4.2326,0.1001,1.9413,,0.0,0.0,1206,1209,pedestrian
1206,1220,cyclist,car,cyc_veh,agent_b_first,-2.5549,1.6509,0.3485,0.0,1.1264,,0.0,0.0,1206,1220,car
1206,1230,cyclist,pedestrian,ped_veh,agent_b_first,-9.7902,0.0,2.1562,0.0,1.5363,1.55,0.0,0.0,1206,1230,pedestrian
1206,1623,cyclist,pedestrian,ped_veh,agent_a_first,-0.8793,0.4502,4.1367,0.0,0.4999,3.55,0.00983,0.002148,1206,1623,pedestrian
1206,1628,cyclist,pedestrian,ped_veh,agent_b_first,-1.8306,0.5503,3.5356,0.0,0.2888,1.3,0.05275,0.011532,1206,1628,pedestrian
1207,1211,pedestrian,cyclist,ped_veh,agent_b_first,0.8044,2.0011,1.1852,1.4008,1.2588,1.55,0.0,0.0,1207,1211,cyclist
1207,1226,pedestrian,cyclist,ped_veh,agent_b_first,6.9165,1.3507,0.66,0.0,1.4292,,0.0,0.0,1207,1226,cyclist
1207,1227,pedestrian,cyclist,ped_veh,agent_b_first,-1.8615,5.6031,3.3131,3.1017,0.6699,0.4,0.18948,0.041424,1207,1227,cyclist
1207,1231,pedestrian,cyclist,ped_veh,agent_b_first,-2.5141,4.5025,11.2171,2.5514,0.6667,0.45,0.00853,0.001865,1207,1231,cyclist
1207,1240,pedestrian,cyclist,ped_veh,agent_b_first,-3.1261,2.9516,7.9826,1.4008,0.5538,0.45,0.16472,0.036011,1207,1240,cyclist
1207,1252,pedestrian,car,ped_veh,agent_b_first,3.0494,2.1012,1.1678,0.0,2.4082,,1e-05,1e-06,1207,1252,car
1207,1258,pedestrian,car,ped_veh,agent_b_first,6.0311,0.9005,2.0253,0.0,2.5828,,0.0,0.0,1207,1258,car
1207,1265,pedestrian,car,ped_veh,agent_b_first,1.4493,0.6504,0.9824,0.0,1.5479,2.0,0.0,0.0,1207,1265,car
1207,1963,pedestrian,cyclist,ped_veh,agent_b_first,0.342,2.8015,6.8716,0.2001,0.6931,0.55,0.00597,0.001305,1207,1963,cyclist
1209,1211,pedestrian,cyclist,ped_veh,agent_a_first,8.2643,0.05,2.1883,0.2001,1.1265,0.85,0.0,1e-06,1209,1211,cyclist
1211,1220,cyclist,car,cyc_veh,agent_b_first,2.8827,1.0506,0.3943,0.1001,0.8487,,0.0,0.0,1211,1220,car
1211,1230,cyclist,pedestrian,ped_veh,agent_a_first,-9.5514,1.1006,11.212,0.1001,1.6751,1.65,0.0,0.0,1211,1230,pedestrian
1211,1623,cyclist,pedestrian,ped_veh,agent_a_first,-2.7153,1.4508,4.732,0.0,0.7836,1.0,0.41022,0.089681,1211,1623,pedestrian
1211,1628,cyclist,pedestrian,ped_veh,agent_a_first,-0.5293,1.851,1.3865,0.0,0.2197,0.25,0.70769,0.154713,1211,1628,pedestrian
1220,1623,car,pedestrian,ped_veh,agent_a_first,-4.4939,1.3007,0.7071,0.0,1.8672,,0.0,0.0,1220,1623,pedestrian
1220,1628,car,pedestrian,ped_veh,agent_a_first,7.2528,1.2007,0.84,0.0,1.7837,,0.0,0.0,1220,1628,pedestrian
1223,1589,pedestrian,car,ped_veh,agent_a_first,1.3477,0.0,1.9005,0.0,0.9839,,5e-05,5e-06,1223,1589,car
1227,1230,cyclist,pedestrian,ped_veh,agent_a_first,5.1058,2.4013,1.4164,0.3002,1.2208,0.55,0.0003,6.5e-05,1227,1230,pedestrian
1227,1238,cyclist,cyclist,cyc_veh,agent_b_first,1.678,1.3507,1.1869,0.0,0.5056,,0.0,0.0,1227,1238,cyclist
1227,1252,cyclist,car,cyc_veh,unresolved_conflict_zone,-6.4808,0.4502,0.147,0.4002,1.1653,0.85,0.0,0.0,1227,1252,car
1227,1623,cyclist,pedestrian,ped_veh,agent_a_first,2.8161,0.5503,0.1499,0.5003,0.7915,0.55,0.00014,3e-05,1227,1623,pedestrian
1227,1628,cyclist,pedestrian,ped_veh,agent_b_first,-1.0709,0.2001,0.1278,1.7009,0.5493,0.8,0.0014,0.000306,1227,1628,pedestrian
1227,1963,cyclist,cyclist,cyc_veh,agent_b_first,-1.7401,0.1501,0.8277,0.0,0.4199,0.6,0.23797,0.042083,1227,1963,cyclist
1227,1964,cyclist,pedestrian,ped_veh,unresolved_conflict_zone,-1.1023,0.05,0.0325,0.5503,0.665,,0.00013,2.8e-05,1227,1964,pedestrian
1230,1231,pedestrian,cyclist,ped_veh,agent_b_first,0.3925,1.801,0.6043,0.1501,0.6964,0.55,0.07754,0.016952,1230,1231,cyclist
1230,1240,pedestrian,cyclist,ped_veh,agent_b_first,-3.102,1.801,0.9033,0.0,1.0141,1.5,0.00128,0.000279,1230,1240,cyclist
1230,1249,pedestrian,cyclist,ped_veh,agent_b_first,-1.5341,0.7504,0.4421,0.0,0.6655,0.85,0.13863,0.030306,1230,1249,cyclist
1230,1963,pedestrian,cyclist,ped_veh,unresolved_conflict_zone,-1.1496,0.0,0.0823,0.0,1.3233,1.55,0.0,0.0,1230,1963,cyclist
1231,1238,cyclist,cyclist,cyc_veh,agent_b_first,0.3435,0.1001,1.1407,0.0,0.7553,,0.0,0.0,1231,1238,cyclist
1231,1623,cyclist,pedestrian,ped_veh,agent_a_first,1.5889,1.4508,0.456,0.1001,0.6659,0.3,0.12032,0.026305,1231,1623,pedestrian
